"","ORF","AVGEXP_stressed","SD_stressed","CV_stressed","AVGEXP_unstressed","SD_unstressed","CV_unstressed","DM_stressed","FF_stressed","DM_unstressed","FF_unstressed"
"160","YAL034W-A",4.606375,13.6926333556415,2.97253987259862,6.0244578313253,15.7820460088944,2.619662457729,-0.208694592599258,40.7018986105181,-0.361660450585325,41.3436334356525
"161","YAL035W",89.925625,98.1353482792154,1.0912945923836,287.144578313253,273.217101892594,0.951496641509056,-0.2789267517097,107.094574898789,0.0204263755187703,259.965154853641
"162","YAL036C",96.41475,661.26438667985,6.85853965995711,164.560481927711,172.44421423091,1.04790781000911,1.26484730990686,4535.30802176096,-0.0699469103036254,180.705638883454
"163","YAL037C-A",3.655375,3.18848836997143,0.872273944525917,5.3344578313253,3.13534035691309,0.587752393223839,-1.27418816758982,2.78123532754999,-1.57318935725791,1.84280379834696
"164","YAL037C-B",62.97175,24.3191483015735,0.386191400136942,98.1618072289156,25.0402862790743,0.255091944473677,-1.34355987223237,9.39184593272259,-1.61361674904011,6.38757531710658
"165","YAL037W",4.996625,26.5587330481599,5.31533446039274,3.66253012048193,29.9900905521357,8.18835328736888,0.341737385451109,141.168548995255,0.581271990958656,245.569456561071
"166","YAL038W",2239.623625,769.236509455381,0.343466866873839,2457.74192771084,638.798977782331,0.259912959363196,-0.256291330401351,264.207253787608,-0.0210923089145347,166.03213275359
"167","YAL039C",60.59675,121.697299126235,2.00831396281541,26.5926506024096,58.3309975554633,2.19350069414208,0.0318382630152863,244.406385072141,-0.117144894630165,127.949083627908
"168","YAL040C",53.233125,101.489013330605,1.9065011368505,21.1884337349398,56.6722577522407,2.67467895273392,-0.0286784643849265,193.488919292633,-0.0283449857304271,151.58009501383
"169","YAL041W",82.749125,142.694147425013,1.72441880714766,47.0527710843374,110.84170903473,2.3556892926892,0.0436437611704216,246.064471489593,0.0898799499857452,261.108627156484
"170","YAL042C-A",0.025,0.157109975188711,NA,0.0125301204819277,0.114154830389278,NA,NA,0.987341772151901,NA,1.03999999999999
"171","YAL042W",180.2535,167.070254328129,0.92686274789743,255.240602409638,237.215920502559,0.929381604114259,-0.169748809364847,154.851195018492,-0.0229848110580278,220.464112718109
"172","YAL043C",164.876125,229.093209577822,1.38948686219925,48.8871084337349,101.344977657578,2.07304094892313,0.144308726640657,318.322004927443,-0.02698964299004,210.092288651858
"173","YAL044C",110.429125,101.483655155802,0.918993564023998,178.918313253012,111.284772344004,0.621986482661693,-0.356444680636831,93.2628259418124,-0.506558122335509,69.2176241240542
"174","YAL044W-A",0.6625,1.2318941882886,1.85946292571865,0.563855421686747,1.26125936997685,2.23684888265125,-0.714288179083681,2.29066157153093,-0.60715816161163,2.82124661246613
"175","YAL045C",0.5875,2.78192060966538,4.73518401645171,0,0,NA,0.118118438788417,13.1729060059251,NA,NA
"176","YAL046C",22.02675,35.2076788508315,1.59840552286795,23.5367469879518,31.9947137443288,1.35935156037946,-0.377223170109425,56.2761483225302,-0.616397143752296,43.4920640522476
"177","YAL047C",18.749,63.6962773905801,3.3973159843501,39.0297590361446,94.3546906685658,2.41750635921646,0.194950850144236,216.396381322616,0.0417513288870042,228.10306471316
"178","YAL047W-A",0,0,NA,0.0250602409638554,0.160451903696844,NA,NA,NA,NA,1.02731707317073
"179","YAL048C",45.11375,101.058029217395,2.24007157944961,11.6877108433735,46.0520001240724,3.9402070038533,0.0665873784500056,226.377219125074,0.194830302511858,181.454413430323
"180","YAL049C",54.553875,86.6861708342699,1.58900116324037,52.140843373494,147.67596706736,2.8322512163743,-0.165203577450992,137.744426292509,0.339954571432028,418.255437355782
"181","YAL051W",47.932,94.9689676084119,1.98132703847976,14.6636144578313,64.1062660188061,4.37179156633985,0.00829812926055384,188.164583339055,0.33890173068939,280.259233130556
"182","YAL053W",107.413,196.586096668977,1.83018905224672,91.344578313253,204.531624988037,2.23912167273492,0.22183357222947,359.789721947477,0.219421430257301,457.971194270403
"183","YAL054C",21.120125,54.2558451029221,2.56891685550735,12.2107228915663,46.4746806174658,3.80605481183797,0.00402957639603196,139.378754994692,0.175785249435607,176.885181792739
"184","YAL055W",14.52625,32.9350078597458,2.26727530228007,22.9257831325301,42.3006496265772,1.84511252601685,-0.164030851401142,74.6727299008015,-0.317942948106646,78.0494584846476
"185","YAL056C-A",0.1,0.492988818010658,4.92988818010658,0.200481927710843,1.28361522957475,6.40264808021059,0.155476803857763,2.43037974683545,0.392088401126233,8.21853658536585
"186","YAL056W",62.048625,190.800098590478,3.07500929457305,13.1033734939759,47.979686384489,3.66162854218778,0.453032824295419,586.712076571175,0.153958054410545,175.683789110664
"187","YAL058W",38.301125,106.61301243393,2.7835478052911,32.5597590361446,89.40790960503,2.74596349149201,0.204847275621567,296.762416775939,0.114640160655858,245.51085562603
"188","YAL059C-A",0,0,NA,0,0,NA,NA,NA,NA,NA
"189","YAL059W",2.17625,8.7301542571956,4.01155853288712,16.0820481927711,39.0490620030075,2.42811497235533,0.0381583697511216,35.0215248038738,-0.184509092880868,94.8156121059341
"190","YAL060W",414.801,423.011349991666,1.01979346720877,157.907469879518,225.032327552111,1.42508981825754,0.163603786541162,431.384211276666,0.151153693168778,320.691278773309
"191","YAL061W",769.88525,704.210082082233,0.914694861451409,22.0977108433735,75.924762009237,3.43586548613042,0.188766325880711,644.137343462893,0.279043663056646,260.867269330203
"192","YAL062W",82.16175,108.163130604727,1.31646575936767,39.8725301204819,119.164626041531,2.98863968956708,-0.181601492325788,142.393057867136,0.245801868918848,356.140130980139
"193","YAL063C",7.564875,21.9365486013898,2.89978996366626,16.0874698795181,60.017268609337,3.73068413235996,-0.182319428758909,63.6113834717875,0.188529373206282,223.905471668439
"194","YAL063C-A",4.428,33.294801221128,7.51915113394941,0.20566265060241,1.87367591802402,NA,0.587731784993843,250.348642356464,NA,17.07
"195","YAL064C-A",2.303,9.66910536094279,4.19848257096951,2.48024096385542,17.1480589085608,6.91386811138904,0.0543034984290969,40.5955703347862,0.354596742946338,118.559417660119
"196","YAL064W",0.84425,7.5512015600168,NA,0.0275903614457831,0.251360155376391,NA,NA,67.5400000000001,NA,2.29
"197","YAL064W-B",0,0,NA,1.67903614457831,12.0649526309258,7.18564199459557,NA,NA,0.400382928601565,86.6944302875865
"198","YAL065C",0,0,NA,1.02746987951807,7.02644462073302,6.83858939400611,NA,NA,0.378890841809865,48.0509696609161
"199","YAL066W",0,0,NA,0,0,NA,NA,NA,NA,NA
"200","YAL067C",0.463,3.31401527081423,NA,5.56433734939759,41.1493942756229,7.3952012057784,NA,23.720728326544,0.61796174165053,304.308050164137
"201","YAL067W-A",0,0,NA,0,0,NA,NA,NA,NA,NA
"202","YAL068C",0,0,NA,0,0,NA,NA,NA,NA,NA
"203","YAL068W-A",0,0,NA,0,0,NA,NA,NA,NA,NA
"204","YAL069W",0,0,NA,0,0,NA,NA,NA,NA,NA
"205","YAR002C-A",25.80075,72.3161068560994,2.80286839941085,44.281686746988,63.4067832183261,1.43189629565407,0.109507728386152,202.692530675379,-0.356045432512576,90.7919380096619
"206","YAR002W",90.12775,128.606847967908,1.42693951605258,83.7192771084337,166.289826946246,1.98627882000064,-0.0380283360590916,183.514193400373,0.113664186471368,330.2979612449
"207","YAR003W",50.29125,95.7937853402304,1.90478036120061,49.7309638554217,94.5925421261577,1.90208543717669,-0.0565018456192725,182.466121041138,-0.0743479628524547,179.923096843687
"208","YAR007C",32.7645,87.3140881508834,2.66489914849558,39.3893975903614,104.048274529468,2.6415299774711,0.106566470871998,232.683239164957,0.157680610669184,274.846636273733
"209","YAR008W",3.5735,15.8223651274975,4.42769417307891,12.7236144578313,34.3445490253109,2.69927614823098,0.121266834706617,70.0565938793475,-0.110895880794651,92.7054220057711
"210","YAR009C",60.85675,84.4109474538895,1.38704330175189,77.8749397590361,83.7066936358589,1.07488614302454,-0.28744253723482,117.081639260448,-0.427681144595729,89.9751650675854
"211","YAR010C",3.849875,5.53071206387969,1.43659523072299,3.36867469879518,3.90583608709199,1.15945777978768,-0.852762249977929,7.94539457347169,-1.11881217486751,4.52865203775428
"212","YAR014C",97.299,183.879664809986,1.88984126054724,82.9740963855422,242.070746870274,2.91742552694377,0.145234654526582,347.503377533509,0.431277086255505,706.223376245681
"213","YAR015W",134.208625,320.957708392502,2.39148347129331,164.710602409639,161.660928710632,0.981484654573588,0.488195736903533,767.565054604847,-0.161515543938823,158.6677207736
"214","YAR018C",34.398625,137.687520653308,4.00270419684822,24.2227710843374,68.3470276141609,2.82160234170543,0.491316103048484,551.122416772621,0.0398835173597156,192.848133164722
"215","YAR019C",42.71225,97.2958429644584,2.27793766342111,16.5726506024096,67.7911759867693,4.09054517669687,0.115442537548402,221.633865183046,0.225848061146515,277.302867955288
"216","YAR019W-A",1.9825,11.0990757398299,5.59852496334423,0.359759036144578,2.09527748666051,NA,0.283399719044277,62.1384525994861,NA,12.2031340564913
"217","YAR020C",1.92325,8.76178291997178,4.55571710384598,2.42867469879518,12.9477714224311,5.33120859242871,0.0983188355075233,39.916204308701,0.106055729187531,69.0272702600675
"218","YAR023C",3.34775,12.8913149033258,3.85074002040946,2.8655421686747,12.6578913256602,4.41727623625042,0.00155214864947983,49.6411022139374,-0.00610460249269051,55.9134025538792
"219","YAR027W",125.147375,222.758521647186,1.77996958903202,27.8721686746988,69.1668833779223,2.4815752295841,0.215534079525609,396.503394229722,0.0467942934240795,171.642824498184
"220","YAR028W",11.5315,41.5016825981913,3.59898387878344,10.4832530120482,30.4698921011335,2.9065302598454,0.145248189744987,149.363886613278,-0.0932751533863191,88.5616634061688
"221","YAR029W",0.759875,4.34950353452385,5.72397240930923,1.07963855421687,5.29052776328649,4.90027680340117,0.157919438344091,24.8964382258075,0.116019721181724,25.9250504761826
"222","YAR030C",0.8375,4.24694603602534,5.0709803415228,0.626506024096386,2.5053875771123,3.99898401731386,0.0574326518117982,21.5361798601927,-0.0639556695134849,10.0190048780488
"223","YAR031W",31.02875,173.464932788384,5.59045829394944,5.76975903614458,20.8557157735963,3.61465975319696,0.784033582221655,969.748472216202,-0.0692452668662036,75.3863164309335
"224","YAR033W",21.920375,60.2777806627761,2.74985170932414,12.8004819277108,34.0101821160927,2.65694544222328,0.095509589805962,165.7549581898,-0.124625241677674,90.3631983625362
"225","YAR035C-A",0.0125,0.111803398874989,NA,0,0,NA,NA,0.999999999999998,NA,NA
"226","YAR035W",5.817,49.4727030578288,8.5048483853926,4.17602409638554,18.8532428432546,4.51463938140887,0.767820409438312,420.757838722383,0.0914354184353132,85.115592607422
"227","YAR042W",32.477875,94.5332059226253,2.91069554035248,26.3665060240964,60.2696102370926,2.2858398523495,0.188811683552244,275.157380894208,-0.0607685035604068,137.766676965518
"228","YAR047C",1.234625,6.64915773551598,5.38556868321635,0.449759036144578,3.75101481420033,NA,0.19111601402724,35.8094956701606,NA,31.2836674877332
"229","YAR050W",1.543375,10.771633157059,6.97927150372333,3.43120481927711,19.7377584412923,5.75242793155399,0.421352297267215,75.1781523416233,0.274581219567158,113.540032963955
"230","YAR053W",0.0875,0.678676112606582,NA,0.087710843373494,0.590211465413352,NA,NA,5.26401446654608,NA,3.97156794425086
"231","YAR060C",0,0,NA,0.0125301204819277,0.114154830389278,NA,NA,NA,NA,1.03999999999999
"232","YAR064W",0.1625,1.34488011794567,NA,0.639036144578313,5.25759464952155,8.22738227583501,NA,11.1304771178189,0.562668347225599,43.2562410329986
"233","YAR066W",0.05,0.219320007803175,4.3864001560635,0.526265060240964,4.79450287634966,NA,0,0.962025316455695,NA,43.6799999999998
"234","YAR068W",0.0875,0.32583874244164,3.72387134219017,0.751807228915663,6.0626960404971,8.06416300258428,-0.0882079977133661,1.21338155515371,0.48620888061352,48.8905691056909
"235","YAR069C",0.0125,0.111803398874989,NA,0,0,NA,NA,1,NA,NA
"236","YAR070C",0,0,NA,0,0,NA,NA,NA,NA,NA
"237","YAR071W",6.475,29.9027958982375,4.61819241671621,115.71156626506,274.554836103837,2.37275187749956,0.304992180085224,138.096865255853,0.47032329723517,651.450502841964
"238","YAR073W",0,0,NA,0,0,NA,NA,NA,NA,NA
"239","YAR075W",0,0,NA,0,0,NA,NA,NA,NA,NA
"240","YBL001C",35.213125,44.7878749865068,1.27190855644044,47.0909638554217,54.15696486106,1.15005003990431,-0.48064080961108,56.9660814201229,-0.525279366935988,62.2832195995583
"241","YBL002W",39.84,88.6755842839576,2.22579277821179,152.176144578313,189.902845107903,1.24791468225281,-0.0270214026045889,197.373475102943,-0.000608569559536198,236.982548611734
"242","YBL003C",109.79225,259.63255983021,2.36476217429017,371.628313253012,555.297482789398,1.49422813867075,0.444416605844217,613.969256700608,0.506557492883,829.741124116955
"243","YBL004W",12.966125,42.2529893929696,3.25872142933757,148.986265060241,368.507015254768,2.47342944737735,0.0854161876471365,137.690721988443,0.593620695567272,911.476103096278
"244","YBL005W",101.083875,275.272722344719,2.72321102000412,77.6395180722892,152.20185580183,1.96036579799628,0.52602673171122,749.625710995673,0.09426816080296,298.37131250547
"245","YBL005W-A",0,0,NA,0,0,NA,NA,NA,NA,NA
"246","YBL005W-B",438.72425,345.520971181219,0.787558406404977,550.53265060241,389.424360131233,0.707359245096749,-0.0608551215099983,272.117945442981,0.148083565390533,275.462921404714
"247","YBL006C",65.933375,96.0472384561236,1.45673171525231,56.3481927710843,70.4623549405444,1.25048118626979,-0.249661700206107,139.915058421436,-0.400983174632449,88.111849193415
"248","YBL006W-A",0,0,NA,0,0,NA,NA,NA,NA,NA
"249","YBL007C",322.031875,401.497312874952,1.2467626469428,176.281686746988,233.254218856151,1.3231903050198,0.2939347972013,500.571852540395,0.173309924797052,308.639720995426
"250","YBL008W",13.794875,61.9319931634642,4.48949288510872,25.5053012048193,70.3208803660545,2.75710840665419,0.424311659684154,278.043242667974,0.0705551624538169,193.882290420573
"251","YBL008W-A",0.0875,0.782623792124926,NA,0.0250602409638554,0.228309660778555,NA,NA,6.99999999999999,NA,2.07999999999998
"252","YBL009W",7.905,36.302252013695,4.59231524524921,17.5104819277108,53.1436907643569,3.03496448491549,0.218063702102562,166.711385359371,0,161.289214067155
"253","YBL010C",12.549875,30.3542189211531,2.41868695275077,11.7951807228916,54.7822889832785,4.64446372381217,-0.17891822361739,73.4173532655337,0.291202769174389,254.434353890232
"254","YBL011W",83.89325,203.690951376953,2.42797783346041,87.9489156626506,169.488779454585,1.9271275623761,0.334009466078419,494.557114819704,0.0604404484399975,326.626498400415
"255","YBL012C",0.75025,2.8265813206107,3.76751925439613,1.22795180722892,7.26212153357274,5.91401184543306,-0.205364664047796,10.6491995495172,0.300442133434867,42.9482727725236
"256","YBL013W",8.21675,31.1925216116567,3.79621159359317,6.28710843373494,27.2344789330802,4.33179723558565,0.0619700933977703,118.413412175577,0.123436952744507,117.974240554933
"257","YBL014C",35,89.0774233568682,2.54506923876766,28.6320481927711,80.3031411431773,2.80465933147779,0.105963741101104,226.70821005425,0.137005456338341,225.222954154191
"258","YBL015W",70.870375,157.046934961718,2.21597437521275,20.880843373494,59.0751321376848,2.82915450688522,0.223426649944693,348.011983580872,0,167.132676332171
"259","YBL016W",46.11975,111.280436189016,2.4128586167318,36.5243373493976,109.76682049216,3.00530628227729,0.147083396318017,268.503959332341,0.228410447991592,329.88291521069
"260","YBL017C",67.529375,112.356723507434,1.66381998215493,93.1521686746988,155.933840998066,1.67396898232837,-0.0494244139023258,186.941361701125,-0.00352411577757061,261.028413126087
"261","YBL018C",5.93175,14.9709862671144,2.52387343821206,14.1166265060241,22.6554167472803,1.60487470130433,-0.264103810569536,37.7848745834074,-0.519799487081404,36.3591051852166
"262","YBL019W",18.63,49.9239712595975,2.6797622790981,33.0580722891566,251.10727713546,7.59594434118973,-0.013166666663543,133.784375004247,1.00400348991959,1907.39690078866
"263","YBL020W",44.9205,116.26836861984,2.58831421332888,63.7656626506024,151.412264027823,2.37451094733338,0.192097580772128,300.939071059293,0.165683451663046,359.530078494598
"264","YBL021C",14.140875,24.5996454741228,1.73961268126073,8.53421686746988,20.4249406435823,2.39329993141334,-0.391456085848438,42.7938552213022,-0.379248216177285,48.8830090414071
"265","YBL022C",200.858125,221.677710692706,1.1036531914888,138.150481927711,184.560195236185,1.33593594941463,-0.00109455141728677,244.655312887934,0.0299656977393801,246.560599647001
"266","YBL023C",38.100875,102.888723080809,2.7004294017082,47.7550602409639,132.844476053708,2.78178847191056,0.159505128441844,277.843732911629,0.222642255292654,369.545232043203
"267","YBL024W",101.0935,156.52882231539,1.54835694001484,115.324096385542,182.572604715963,1.58312625407964,0.035606310051006,242.362488344384,0.126605932106821,289.035483801544
"268","YBL025W",8.9045,29.8914256746104,3.35688985059357,15.0360240963855,42.2491175529077,2.8098596598461,0.0457479654697912,100.342223466872,-0.0281044242135701,118.714091076011
"269","YBL026W",12.210375,19.4127478307067,1.58985680871445,26.7981927710843,45.8550613517433,1.71112513979755,-0.540299825422611,30.8634893145057,-0.336487195257898,78.4637482659269
"270","YBL027W",291.797,184.518416283709,0.632351999107972,1019.61457831325,300.260104260441,0.294483926227458,-0.328064479128973,116.68058940924,-0.0951212370970582,88.4217743920805
"271","YBL028C",4.067875,15.8217721881605,3.88944404342821,39.048313253012,52.9612274151129,1.35630000384274,0.0248250853384693,61.5378975937192,-0.468501999837467,71.8313129466341
"272","YBL029C-A",23.25575,32.6210461991424,1.40270884401244,11.8469879518072,23.8005125347016,2.00899271878392,-0.514787565427041,45.7578300044756,-0.432342902222174,47.815056385541
"273","YBL029W",4.459375,13.6937794566351,3.07078446119358,6.51024096385542,18.3097616225044,2.81245528762444,-0.184541918209849,42.0506451704469,-0.248910796408869,51.4953858903556
