"","ORF","AVGEXP_glu6hr","SD_glu6hr","CV_glu6hr","AVGEXP_glu12hr","SD_glu12hr","CV_glu12hr","AVGEXP_lag1hr","SD_lag1hr","CV_lag1hr","AVGEXP_lag3hr","SD_lag3hr","CV_lag3hr","AVGEXP_glumal","SD_glumal","CV_glumal","DM_glu6hr","FF_glu6hr","DM_glu12hr","FF_glu12hr","DM_lag1hr","FF_lag1hr","DM_lag3hr","FF_lag3hr","DM_glumal","FF_glumal"
"957","YOL072W",0.0820058997050147,0.297173997605794,3.62381241684763,0.0912408759124088,0.297441007402663,3.25995344113318,0.0665529010238908,0.26592550423058,3.99570116613128,0.102791014295439,0.333708577567453,3.24647616189793,0.104956268221574,0.311443891182367,2.967368185432,0.015243496471153,1.07690282248813,-0.0426640295011076,0.96964383561643,-0.00250606712018642,1.06255884735818,-0.000115931114430978,1.0833769420936,-0.0644684716345103,0.924168694241702
"958","YOL071W",0.0979351032448378,0.310902609544879,3.17457785047332,0.0666058394160584,0.256669525672199,3.85355890598261,0.116894197952218,0.366143489020533,3.13226400826325,0.360108917631042,0.68284864864566,1.89622809992528,0.0845481049562682,0.30827092528483,3.6461009438861,-0.0284820996921094,0.986984537915528,-0.0187446163427574,0.989091136548434,0.0162219475070268,1.14685807251894,0.00846490014231638,1.29483679555791,0.0330502607506569,1.12398691165366
"959","YOL070C",0.12094395280236,0.379683651390367,3.13933555661791,0.144160583941606,0.393117301254235,2.72694026692811,0.0247440273037543,0.160811411812874,6.4989991256789,0.0517358747447243,0.233542896303357,4.5141383509162,0.0947521865889213,0.321586187086975,3.39397114371792,0.0514987599955037,1.1919543870763,-0.007710572805673,1.07200739841628,-3.10862446895044e-15,1.04511322477106,-2.66453525910038e-15,1.05424494478703,0.0124374935396161,1.09145423919147
"960","YOL069W",0.0755162241887906,0.295912655138266,3.91853086296375,0.0538321167883212,0.22578913893234,4.19432027576007,0.0358361774744027,0.190497753653282,5.31579445908683,0.0789652825051055,0.298543269801445,3.78069020119244,0.0641399416909621,0.25106442760991,3.91432266682723,0.0510741518795887,1.15954287190084,-0.0443362199395383,0.947031963470319,-0.0199734324044307,1.01264690333861,0.0274007217957513,1.12869961477028,-0.0196645491898462,0.982747179827472
"961","YOL068C",0.262536873156342,0.521198267145043,1.98523834339516,0.229014598540146,0.494275296968277,2.15826982261845,0.132252559726962,0.365577877701407,2.76424046881322,0.140231449965963,0.379222208182962,2.70425933893578,0.164723032069971,0.397779048407482,2.41483563900472,-0.0374061994496931,1.03470278444745,-0.0329326054454009,1.0667794575124,-0.0456240318643826,1.01054516404508,-0.0345744121675274,1.02551519801062,-0.0491966366280797,0.96057102254377
"962","YOL067C",0.0176991150442478,0.131894350024112,7.4520307763623,0.0145985401459854,0.119994000449962,8.2195890308224,0.00853242320819113,0.0920154619238741,10.784212137478,0.00476514635806671,0.0688888255309504,14.4568121007094,0.0145772594752187,0.131550148109057,9.02434016028131,-0.0149840160491455,0.982880755607982,-0.0284306620666037,0.986301369863006,-7.105427357601e-15,0.992314261315092,-0.0390962624967539,0.995912806539504,0.033851210720174,1.18715328467152
"963","YOL066C",0.0489675516224189,0.221265669694163,4.5186181943567,0.0447080291970803,0.211127234613981,4.72235610483517,0.0179180887372014,0.132710429833564,7.40650589356842,0.0149761742682097,0.126981633565688,8.4789099867271,0.0481049562682216,0.214144151064776,4.45160265546776,-0.0116218803994206,0.999815080866566,-0.0196483148118927,0.997017985276299,-0.0215664545273289,0.98292058070029,-6.66133814775094e-15,1.07666584097104,-0.0416056650111696,0.953284671532843
"964","YOL065C",0.221238938053097,0.479838741009033,2.16887110936083,0.152372262773723,0.413862342407254,2.7161265106488,0.0930034129692833,0.334294607647599,3.59443376296318,0.162014976174268,0.426825647414198,2.63448267248511,0.163265306122449,0.400208496235165,2.45127703944038,-0.0217815374229922,1.04070838252657,0.0125609548232583,1.12410247997155,0.0445178874256875,1.20159982450506,0.0025466727561072,1.12446477228495,-0.0450783747351884,0.981021897810223
"965","YOL064C",0.480825958702065,0.773348430118714,1.60837495589107,0.272810218978102,0.555117120823661,2.03481058335362,0.0648464163822526,0.246359786946265,3.79912724080292,0.0639891082368959,0.253026670124109,3.9542146639608,0.246355685131195,0.520199132579989,2.11157754408209,0.0190534148959157,1.24383424718061,-0.0114382209845315,1.12955819245278,-0.0530177192409778,0.935952177625958,-0.0214531517684118,1.00052176937792,-0.00719511168064613,1.09844080680688
"966","YOL063C",0.0849557522123894,0.305176098040907,3.59217698735651,0.0647810218978102,0.246251435237232,3.80128976084515,0.127133105802048,0.37429942214377,2.9441538439765,0.132062627637849,0.40633593221383,3.07684270320679,0.0553935860058309,0.228913790969497,4.1324963317125,0.0224299649817006,1.0962465564738,-0.0446323075362343,0.936073059360712,-0.000812429685832394,1.10199508250276,0.0507339154981723,1.25023174808285,-0.045884458689603,0.945985401459851
"967","YOL062C",0.522713864306785,0.770958830568938,1.47491559572726,0.39051094890511,0.692333301808644,1.77289088500531,0.226109215017065,0.486435173992812,2.15132839214934,0.322668481960517,0.592330144171258,1.83572359026915,0.295918367346939,0.546960508360469,1.84834930411469,-0.0276109243111942,1.13709920286977,0.00350400966208647,1.22743140016218,-0.0599027319808028,1.04648180075084,-0.0539323499752006,1.08735441888271,-0.0446000926183699,1.01097407500629
"968","YOL061W",0.75575221238938,1.0002601243522,1.32352920435361,0.776459854014598,1.07024200917558,1.37836103649405,0.14419795221843,0.379480684828696,2.63166486756941,0.142273655547992,0.396909730015493,2.78976264781225,0.63265306122449,0.908539030514767,1.43607782242657,0.00979140666612438,1.32387348653051,0.00147201566684568,1.47517988506673,-0.0510544067281243,0.99866598618486,-0.0046892810867325,1.10728393935047,-0.0136874066216482,1.30473275253119
"969","YOL060C",0.024188790560472,0.153680274188805,6.35336743292741,0.0164233576642336,0.127154957283166,7.74232406568608,0.0349829351535836,0.192882976381757,5.51363044681509,0.0483321987746766,0.220799287897632,4.56836836509327,0.0247813411078717,0.155571549015289,6.27776956614636,-0.0222440769255843,0.976387249114505,-0.0252262675572228,0.984474885844738,0.0087987044861777,1.06348545125077,-0.0259736209907173,1.00869248186666,-0.0269776236553554,0.976642335766428
"970","YOL059W",0.103244837758112,0.339222802064614,3.28561513999727,0.108576642335766,0.349924166033824,3.22283097456362,0.264505119453925,0.572649775283069,2.16498560203793,0.0905377808032675,0.307665990679762,3.39820556622985,0.0714285714285714,0.263330715438648,3.68663001614107,0.0275934336957067,1.11455557429579,0.0205247824621235,1.12774644104215,0.00106825320988846,1.2397785184981,-0.0142825807659859,1.04551228206759,-0.0247223889411985,0.97080291970802
"971","YOL058W",1.10855457227139,2.53802556438418,2.28949086302884,0.595802919708029,1.47054510858219,2.4681737197643,0.133959044368601,0.476580860770103,3.5576609479144,0.033356024506467,0.197679926662871,5.92636351566851,0.642857142857143,1.81779524755782,2.82768149620105,0.58705063238631,5.8107863397912,0.426656968988975,3.6295607907305,0.18064310057083,1.69551311688522,0.0457953776162547,1.17152310515486,0.575873685784636,5.14014598540144
"972","YOL057W",0.394100294985251,0.643164495636521,1.63198176662261,0.353102189781022,0.637023223130825,1.80407610478394,0.102389078498294,0.314349817079701,3.07014988014508,0.0918992511912866,0.311664251473562,3.39136878084935,0.28862973760933,0.544181313646182,1.88539586445091,-0.0430701768395044,1.04963272981783,-0.0258360653671282,1.14923837504277,-0.0566277175240545,0.96510105323087,-0.0100464716506563,1.05696841255422,-0.0362706477878012,1.02599719825998
"973","YOL056W",0.124483775811209,0.35437385399687,2.84674731054357,0.093978102189781,0.310133651369578,3.30006293107823,0.0341296928327645,0.181639775188594,5.32204541302581,0.0245064669843431,0.159011265492471,6.48854302801223,0.122448979591837,0.345385187942465,2.82064570153013,-0.0198665587365627,1.00881281579255,-0.0185640435447421,1.02346056656468,-0.0307181558496652,0.966695132365498,-0.00137434633224731,1.03175143808658,-0.0374125724797753,0.97420924574209
"974","YOL055C",0.168141592920354,0.431274193248931,2.56494651774364,0.118613138686131,0.370831833012167,3.12639760754873,0.0469283276450512,0.227147577987873,4.84030838912341,0.108236895847515,0.340089679590041,3.14208641080359,0.147230320699708,0.435855962294462,2.96036821914852,0.0168389417569896,1.10619524016655,0.0383037968191121,1.15936775553215,0.0208488092915871,1.09946432730377,-0.00508576142294548,1.06859116069441,0.0804314049650288,1.29029413890292
"975","YOL054W",0.145132743362832,0.384389413808319,2.64853681465488,0.134124087591241,0.366750209400154,2.73440972450727,0.0435153583617747,0.212304497345497,4.87884060566515,0.0211027910142954,0.143775989188519,6.81312671348177,0.147230320699708,0.404589974671715,2.74800715470096,-0.0160343978664486,1.01806951363494,-0.0316112262534143,1.00284533904886,-0.00961530331275529,1.03579980241454,-0.0277192937787551,0.979564032697567,0.0157756567566968,1.11181614511815
"976","YOL053W",0.0761061946902655,0.271840876528317,3.5718626799651,0.0364963503649635,0.197102634149053,5.40061217568405,0.16382252559727,0.456984953498963,2.78951232031659,0.234172906739278,0.543380101458038,2.320422584424,0.0743440233236152,0.268024551687516,3.60519298936541,-0.0282463828858848,0.970978281760498,0.0089789561282847,1.06447488584477,0.0480532267117394,1.27476515798466,0.0313556153816373,1.26087145934984,-0.0373136630594828,0.966280234721637
"977","YOL052C-A",0.0135693215339233,0.169532842406709,12.4938333860597,0.000912408759124088,0.0302061046665085,33.1058907144933,0.684300341296928,1.18097324360789,1.7258112737013,3.1211708645337,3.57218588257121,1.14450186728399,0.0145772594752187,0.152134340390029,10.436415750756,0.291598964592765,2.11811508649454,-2.66453525910038e-15,0.999999999999977,0.0963207501130666,2.03813693775808,-0.0142702274755758,4.08837341288828,0.160123039669639,1.58773722627736
"978","YOL052C",0.247787610619469,0.517651359575859,2.08909298685972,0.264598540145985,0.534872001380589,2.0214472879763,0.0938566552901024,0.32498540717168,3.46257179277463,0.0442477876106195,0.221654501084524,5.00939172451024,0.190962099125364,0.442263529152428,2.31597542746997,-0.00411274399620165,1.08142182492833,-0.0245405741565005,1.08121555660524,0.0120544910612135,1.12528530393604,0.0247797019814013,1.11035422343326,-0.0285182408173488,1.02427146598317
"979","YOL051W",0.100294985250737,0.321366118496794,3.20420924030627,0.0739051094890511,0.275339037385029,3.7255751231357,0.0213310580204778,0.144547125601415,6.77636924819433,0.0878148400272294,0.306238368668059,3.48731909746805,0.0947521865889213,0.321586187086975,3.39397114371792,-0.00830043316820794,1.02972428640878,-0.0103391486201667,1.0257962681098,-0.0341243662117507,0.979504696840313,-0.00189769915259297,1.06795091143358,0.0124374935396163,1.09145423919147
"980","YOL050C",0.000589970501474926,0.0242893083778621,41.1703777004762,0,0,NA,0.000853242320819113,0.0292103118918487,34.2344855372467,0,0,NA,0,0,NA,-1.28785870856518e-14,0.999999999999924,NA,NA,-1.77635683940025e-15,0.999999999999959,NA,NA,NA,NA
"981","YOL049W",0.584660766961652,0.825937691126141,1.41267849289486,0.397810218978102,0.697388962390086,1.75306950178792,0.114334470989761,0.328907802197177,2.87671600130665,0.225323349217155,0.502322922429967,2.22934251676623,0.322157434402332,0.620575676931238,1.92631182975036,-0.0254660593999363,1.16678441272514,0.000997932871171614,1.22257132084958,-0.0684414767163208,0.946174337535222,-0.0172374569015943,1.11984984811939,0.0166300080413276,1.19542226772798
"982","YOL048C",0.205309734513274,0.465169487328854,2.2656962098345,0.0684306569343066,0.266668437317056,3.89691476399324,0.442832764505119,0.9697252356417,2.1898226901196,1.2716133424098,1.98025441426523,1.55727715982635,0.0845481049562682,0.303498361357633,3.58965303260924,-0.0129719981596744,1.05393274437164,-0.00215899595776659,1.03918417047184,0.196333179914333,2.12352632418977,0.172669244217006,3.08380496998056,0.0194978299720889,1.08945381323936
"983","YOL047C",0.0023598820058997,0.0485355823901949,20.5669530378451,0.000912408759124088,0.0302061046665087,33.1058907144935,0.00767918088737201,0.087331085572494,11.3724480323292,0.011572498298162,0.113175816085782,9.77972199000084,0,0,NA,-8.88178419700125e-16,0.998229043683599,3.10862446895044e-15,0.99999999999999,-0.0515257880328068,0.993168232280085,0.0222116465317783,1.10682801731042,NA,NA
"984","YOL046C",0.000589970501474926,0.0242893083778619,41.170377700476,0,0,NA,0,0,NA,0,0,NA,0,0,NA,-1.86517468137026e-14,0.999999999999912,NA,NA,NA,NA,NA,NA,NA,NA
"985","YOL045W",0.142182890855457,0.392321461889572,2.75927335229387,0.131386861313869,0.373897517239675,2.84577554787975,0.0494880546075085,0.232187262156523,4.6917839870249,0.0959836623553438,0.312616521718151,3.25697638584371,0.115160349854227,0.345782371879976,3.00261654569195,0.0110355438034747,1.08252215532487,-0.00563732810006878,1.06402841197362,0.00869913650314191,1.08937247857713,-0.0254727461904682,1.01818462906061,-0.00305505463921929,1.03825187101542
"986","YOL044W",0.140412979351032,0.381525638481154,2.71716788750234,0.0821167883211679,0.29394108230054,3.57954918001546,0.0443686006825939,0.218082695642674,4.91524844794643,0.0891763104152485,0.310266984591091,3.47925343789552,0.104956268221574,0.33840145615821,3.22421387395183,-0.00482657755923999,1.03666921313982,-0.0061776120370185,1.05217656012175,0.00645769003994134,1.07193063128163,0.00211426409176796,1.07949747280403,0.0112164505044259,1.0910786699108
"987","YOL043C",0.12330383480826,0.359743364616389,2.91753589964009,0.0775547445255474,0.290500822019329,3.74575177568452,0.0819112627986348,0.289492206519685,3.53421735459449,0.136827773995916,0.381358550836612,2.78714284168649,0.104956268221574,0.316096512767874,3.0116973299828,-0.00266968605244977,1.04956418092563,0.0131136812101602,1.08814396991671,-0.0252860907748453,1.02312838030172,-0.0131415052870031,1.0629007550802,-0.0480085865125315,0.951987023519882
"988","YOL042W",0.0548672566371681,0.232913563240548,4.24503752357773,0.0456204379562044,0.229589624171289,5.03260456183465,0.0503412969283276,0.233836789887866,4.64502911438269,0.0803267528931246,0.293574980510288,3.65475971499673,0.043731778425656,0.211660265751857,4.83996474352579,-0.0252738796025684,0.98872681570632,0.0476686982161241,1.15543378995433,0.00528232616994151,1.08617869704293,0.00510528640256847,1.07294601209995,-2.22044604925031e-16,1.02442822384429
"989","YOL041C",0.91858407079646,1.11572547270496,1.21461443560366,0.807481751824818,1.01692465457936,1.25937787730958,0.0972696245733788,0.318664032862192,3.27608988170604,0.0176991150442478,0.131900339640611,7.45236918969452,0.674927113702624,0.945607398630141,1.40105113490341,-0.00264233020303759,1.35517626531816,-0.0769418401736641,1.28069241286793,-0.0240004692466704,1.04397201372347,-0.0327432615601693,0.982970027247931,-0.0168166322069314,1.32484431902382
"990","YOL040C",31.9545722713864,21.9381644416799,0.686542265543774,25.5912408759124,22.0301345278977,0.860846671512258,3.98976109215017,4.33482089466427,1.08648633202449,1.18107556160654,1.37757287167182,1.1663714976864,19.8615160349854,16.7074372190414,0.841196472092653,-0.0313690198667211,15.0614771176628,-0.0844300217774685,18.964567981308,-0.0559168019477929,4.70972365382691,-0.081913354764546,1.60676173350401,-0.0865134765348487,14.0542372463671
"991","YOL039W",7.47197640117994,6.00218471043203,0.803292782012024,6.82299270072993,7.36570236362668,1.07954129319803,1.85494880546075,2.54411819719626,1.3715301412668,0.539823008849557,0.785131045650047,1.45442308456484,6.6734693877551,7.08806513527034,1.0621259682821,0.0264899669115578,4.82151165419298,0.0999913927746804,7.95157985494131,0.126055840449412,3.48933479040002,-0.0866596653689259,1.14191271720196,0.101881387359581,7.5284180450456
"992","YOL038C-A",0.000589970501474926,0.0242893083778629,41.1703777004776,0.000912408759124088,0.0302061046665084,33.1058907144932,0,0,NA,0,0,NA,0.00145772594752187,0.0381801774160607,26.1916017074177,1.46549439250521e-14,0.999999999999991,-5.77315972805081e-15,0.999999999999971,NA,NA,NA,NA,-6.21724893790088e-15,1.00000000000001
"993","YOL038W",1.47610619469027,1.46642516857174,0.993441511082775,0.892335766423358,1.10263098412748,1.235668260331,0.255972696245734,0.550760820817408,2.15163893999334,0.472430224642614,0.76723317619924,1.62401374039868,0.685131195335277,0.942111573190402,1.3750819983162,-0.0476803935323924,1.45680763535573,-0.0577266911697268,1.36248610994387,-0.0227722369233937,1.18503842869343,-0.0345487052354356,1.24599722023729,-0.0229646781058442,1.29548066469948
"994","YOL037C",0.000589970501474926,0.0242893083778625,41.1703777004769,0.000912408759124088,0.0302061046665084,33.1058907144932,0.000853242320819113,0.0292103118918486,34.2344855372465,0.00340367597004765,0.0582614937038475,17.1172268501904,0.00145772594752187,0.0381801774160612,26.191601707418,-1.33226762955019e-15,0.999999999999954,-5.77315972805081e-15,0.999999999999971,-6.66133814775094e-15,0.999999999999949,-1.06581410364015e-14,0.997275204359696,3.99680288865056e-15,1.00000000000003
"995","YOL036W",0.12212389380531,0.351854887496199,2.88113060051235,0.145985401459854,0.423771213977327,2.90283281574469,0.0511945392491468,0.242616550288716,4.73910994897292,0.148400272294078,0.393794456544744,2.65359659020288,0.129737609329446,0.384846832305135,2.96634749394744,-0.0210657774123431,1.01373988330513,0.0521132013358645,1.23013698630135,0.0259635247488363,1.14978650725874,-0.0232047862523653,1.04497162712793,0.0419554553329182,1.14158943656195
"996","YOL035C",0.000589970501474926,0.0242893083778627,41.1703777004773,0,0,NA,0,0,NA,0,0,NA,0,0,NA,7.99360577730113e-15,0.999999999999978,NA,NA,NA,NA,NA,NA,NA,NA
"997","YOL034W",0.28259587020649,0.568577305564723,2.01198023576661,0.221715328467153,0.492058554616434,2.21932582658276,0.0426621160409556,0.210458598515514,4.93314954920364,0.068073519400953,0.265131513379412,3.89478193154356,0.190962099125364,0.458470903508985,2.40084763211575,0.0120952265764608,1.14396630130166,-0.0207592579064408,1.09203825845124,-0.00981343045814165,1.03822374039284,-0.0153840076305067,1.03262942779293,0.0027430623192759,1.10071878308352
"998","YOL033W",0.0790560471976401,0.286869775008063,3.62868857193035,0.0410583941605839,0.203064135588614,4.94573983566935,0.0554607508532423,0.236316472075029,4.26096777341438,0.0612661674608577,0.251000782873441,4.09689055601206,0.043731778425656,0.204646915610643,4.67959280363003,0.00117102139003955,1.04096107420399,-0.018822974557642,1.00430238457637,-0.0285938108380006,1.00693687183868,-0.0111866551685158,1.02832273690584,-0.0292682672499172,0.957664233576646
"999","YOL032W",0.11622418879056,0.353848661618993,3.04453543880301,0.0583941605839416,0.256891807304036,4.39927220008161,0.693686006825939,1.21513135733773,1.75170227650654,0.392784206943499,0.740223985080387,1.8845563848927,0.0583090379008746,0.246634687989457,4.22978489901919,0.0124624481497899,1.07730479027204,0.0281559826459579,1.13013698630137,0.110318899070222,2.12854836490298,0.0325019620342628,1.39499383733396,0,1.04321167883212
"1000","YOL031C",0.12330383480826,0.349759150158901,2.83656344267626,0.062956204379562,0.261111117020681,4.14750411963285,0.015358361774744,0.123025999932178,8.0103595511396,0.0245064669843431,0.159011265492471,6.48854302801222,0.0947521865889213,0.307666299157949,3.2470627880362,-0.0257914295242905,0.992114019082254,0.00927059204417513,1.08295943352521,-0.0251997591334754,0.985482493595223,-0.00137434633224842,1.03175143808657,-0.0259974243148313,0.999011791128591
"1001","YOL030W",0.372271386430678,0.676863711220256,1.81819966801638,0.445255474452555,0.795372075400036,1.78632744802959,0.0648464163822526,0.259855560541057,4.00724627571209,0.224642614023145,0.493740062068342,2.19789136720725,0.381924198250729,0.676978969859899,1.77254798978584,0.0337381652027903,1.230673375033,0.0491288592986105,1.42079496968334,-0.00669332982510018,1.04130522720123,-0.0336823579198231,1.08518702006438,-0.00461734682658826,1.19997771215245
"1002","YOL029C",0.0778761061946903,0.285129637640671,3.66132375606771,0.0702554744525547,0.266193064257107,3.78892984968557,0.0162116040955631,0.126342422764806,7.79333260422906,0.021783526208305,0.146025750690309,6.70349461762698,0.0612244897959184,0.245926139967028,4.01679361946145,0.00390310097843294,1.04395191585277,-0.0131082555684963,1.00858684694302,-0.0238575973745339,0.984628522630251,-0.0286327494026348,0.978882833787424,-0.0235149868369566,0.987834549878342
"1003","YOL028C",0.0100294985250737,0.105429627948106,10.5119540807082,0.0191605839416058,0.13715180982439,7.15801826512056,0.00255972696245734,0.0505505202490427,19.7484032439593,0.00272294077603812,0.0521284584768391,19.1441763756192,0.0116618075801749,0.10743665959011,9.21269355985196,0.0221799001623646,1.10827140773664,-0.0215931061487025,0.981735159817327,-1.77635683940025e-15,0.998292058070027,-4.44089209850063e-15,0.997956403269747,-0.0586320273911107,0.989781021897817
"1004","YOL027C",0.336873156342183,0.608210949804423,1.80545982472592,0.407846715328467,0.721928238789561,1.77009697922452,0.10580204778157,0.34930765495425,3.30152073876114,0.125936010891763,0.365118992571457,2.89924216263498,0.274052478134111,0.51329497233938,1.87298059055752,-0.0161118386227572,1.09810043483028,0.0168608833108463,1.27788299469828,0.0114594241357744,1.15324646703948,-0.0153784897582262,1.05856837764198,-0.0689368373398345,0.96139152042242
"1005","YOL026C",0.666076696165192,0.884404898680931,1.32778237667332,0.52007299270073,0.807249342840559,1.5521847013215,0.210750853242321,0.515303413767166,2.44508340459562,0.546630360789653,0.875824181825296,1.60222381457205,0.556851311953353,0.822389964537499,1.47685737087101,-0.0347381065203911,1.17429723831209,-0.018195932521693,1.25300008010895,0.0272628368415277,1.25995982533357,0.00978999751215126,1.40326636149857,-0.0244619424310855,1.21455268085755
"1006","YOL025W",0.047787610619469,0.218842618833894,4.57948443115372,0.041970802919708,0.205115722022287,4.88710502905274,0.0392491467576792,0.202871233026534,5.1688061979804,0.0966643975493533,0.317811032774394,3.28777751510975,0.0466472303206997,0.217843741727498,4.67002521328323,-0.0148303812814006,1.00218636582273,-0.0184561675377333,1.0024220766329,0,1.04860208665948,-0.01512658699264,1.04489196760946,-0.0104483640051132,1.01733576642338
"1007","YOL024W",0,0,NA,0.00364963503649635,0.0603293961215951,16.5302545373171,0,0,NA,0.00476514635806671,0.0688888255309503,14.4568121007094,0.00145772594752187,0.0381801774160608,26.1916017074177,NA,NA,-1.33226762955019e-15,0.997260273972595,NA,NA,-0.0390962624967521,0.995912806539504,-3.5527136788005e-15,1.00000000000001
"1008","YOL023W",0.133333333333333,0.369966547090621,2.77474910317966,0.117700729927007,0.354767408323536,3.01414790327593,0.0597269624573379,0.257789182677179,4.31612745853791,0.106875425459496,0.330366568557531,3.0911368739555,0.0918367346938776,0.303782206160892,3.30785068930749,-0.0136050490966959,1.02656434474618,0.00430736187858394,1.06932143994902,0.0229174539508192,1.11265096986702,-0.022967103271318,1.02120828199033,-0.0166162691562022,1.00486618004865
"1009","YOL022C",0.902654867256637,1.1141830232886,1.23434001599619,0.75,1.00387377547061,1.33849836729415,0.143344709897611,0.413187902965829,2.88247751354733,0.0272294077603812,0.174909131117328,6.42353784028387,0.56268221574344,0.843008744985014,1.49819688875575,0.00816664282406057,1.37528069078873,-0.0367810384155428,1.34368340943683,0.0280162838432648,1.19100483916878,0.0317728608284904,1.12353542234333,-0.0115084107806236,1.26299307893044
"1010","YOL021C",0.24070796460177,0.51413959398494,2.13594757795214,0.223540145985401,0.485622195856295,2.17241602717755,0.0435153583617747,0.20824326558895,4.78551190725979,0.0374404356705242,0.196946679526151,5.26026676770755,0.223032069970845,0.490606794395716,2.1997141238919,0,1.09817522050143,-0.0374410310491277,1.05497344143137,-0.0263917603865331,0.996550627082584,-8.88178419700125e-16,1.03599207332176,-0.00617038060272312,1.07919469490959
"1011","YOL020W",0.522713864306785,0.786123571277253,1.503927148211,0.336678832116788,0.633007975271233,1.8801537693693,0.0887372013651877,0.310327959434063,3.49715738900695,0.0735194009530293,0.290705128720649,3.9541280934318,0.345481049562682,0.612665578696233,1.77336956534015,-0.0102911558120674,1.18227258069244,-0.00412275464953682,1.19015233074704,3.99680288865056e-15,1.08526571635028,0.0346183689405961,1.14948531637903,-0.0259202428608288,1.08648249099141
"1012","YOL019W-A",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","YOL019W",0.0283185840707965,0.172899278615641,6.10550577611481,0.041970802919708,0.218064007748914,5.19561201071326,0.00938566552901024,0.0964650956072806,10.2779174592484,0.0108917631041525,0.110194687108702,10.1172497101677,0.0349854227405248,0.19165186600552,5.4780491699911,0.00691556590230413,1.05563754427388,0.034713911489731,1.13297597776453,-0.0417665934739495,0.99146029035014,0.0233560507624648,1.11486716621254,0,1.04987834549878
"1014","YOL018C",0.151622418879056,0.409475316037451,2.70062513884622,0.114963503649635,0.343915937669051,2.99152275940699,0.0486348122866894,0.22299072617966,4.58500229969406,0.121851599727706,0.366503253243553,3.00778368164681,0.157434402332362,0.427173847152025,2.71334499209527,0.0169578162471941,1.10583933222774,-0.0152590288659846,1.02883235485976,-0.0146666140448213,1.02241299234419,0,1.10236250437643,0.0323500935788587,1.15907001892402
"1015","YOL017W",0.101474926253687,0.344073034486032,3.3907197293827,0.0474452554744526,0.248342168422395,5.2342887805951,0.00767918088737201,0.0873310855724944,11.3724480323293,0.0163376446562287,0.126813537859202,7.7620452964653,0.0918367346938776,0.326928385011097,3.55988685900972,0.0460080857332701,1.16665522638036,0.103842623517752,1.299894625922,-0.0336726348530192,0.993168232280094,-0.0353166133072329,0.984332425068139,0.0471643255377456,1.16382806163827
"1016","YOL016C",0.177581120943953,0.501207563393873,2.82241468422796,0.0812043795620438,0.338911513375706,4.17356200741318,1.21843003412969,1.42446655371395,1.16910000066719,0.356705241660994,0.712426894461511,1.9972425724503,0.100583090379009,0.333220881487989,3.31289166232986,0.119814368232089,1.41461558676898,0.11918654959329,1.41446821609975,-0.116808517232003,1.66534384889738,0.0516433890393181,1.42288932337709,0.0201931926338745,1.10392467999576
"1017","YOL015W",0.0100294985250737,0.0996733108961597,9.93801540994063,0.0173357664233577,0.130578692444471,7.53232878521793,0.0443686006825939,0.221963970204062,5.00272640536847,0.0258679373723622,0.167154862971907,6.46185509751926,0.0087463556851312,0.0931800068299585,10.6535807808919,-0.0265876783677093,0.990554899645838,-0.0238841534022609,0.983561643835611,0.0217802452907743,1.11042501478028,0.0204750002548553,1.08013050337015,-2.66453525910038e-15,0.992700729927023
"1018","YOL014W",0.0920353982300885,0.312700918056772,3.39761574427069,0.0611313868613139,0.24718358230473,4.04348068964155,0.726109215017065,1.30658225160354,1.79942937588643,0.0619469026548673,0.287527787850811,4.64152000387738,0.0524781341107872,0.229600691687493,4.37516873604501,0.0050508691331479,1.06243756243759,-0.0176880537031465,0.999482041845596,0.142981924989838,2.35110248554725,0.101297921928007,1.33456597898015,-0.0135508408022265,1.00454176804543
"1019","YOL013W-B",0.0023598820058997,0.0485355823901949,20.5669530378451,0.00273722627737226,0.0522707066847413,19.0962315088255,0.0110921501706485,0.119976520787931,10.8163447971888,0.00068073519400953,0.0260909025142776,38.3275357934739,0.00728862973760933,0.0851238415256018,11.6789910573126,-1.33226762955019e-15,0.998229043683598,-3.10862446895044e-15,0.998173515981731,0.082513586224499,1.29770741640936,0,1.00000000000001,-0.0975472757517437,0.994160583941596
"1020","YOL013W-A",0.0525073746312684,0.233457210176437,4.44617945223665,0.0383211678832117,0.205829452274589,5.37116856411784,0.0273037542662116,0.173195909626721,6.34330019007865,0.0265486725663717,0.160814941306307,6.05736278920425,0.0364431486880466,0.195156389778144,5.35509133551227,-0.00268963104080799,1.03799265086297,0.030645089911651,1.10554468362686,0.0237149630362903,1.09863364645602,-0.0234698634662724,0.974114441416892,0,1.04508029197079
"1021","YOL013C",0.178761061946903,0.433836974907607,2.42690981012671,0.181569343065693,0.434649599837851,2.39384905237329,0.172354948805461,0.420629738478693,2.44048541335162,0.276378488767869,0.574070943289528,2.07711875786285,0.167638483965015,0.42841001975651,2.55555890046058,-0.00800218963969801,1.05288321039897,-0.0289058088649776,1.04048553268627,-0.0500530393400809,1.02654074117916,-0.00709769045246,1.1924135246507,0.0121626579316456,1.09482703903524
