"","ORF","AVGEXP_glu6hr","SD_glu6hr","CV_glu6hr","AVGEXP_glu12hr","SD_glu12hr","CV_glu12hr","AVGEXP_lag1hr","SD_lag1hr","CV_lag1hr","AVGEXP_lag3hr","SD_lag3hr","CV_lag3hr","AVGEXP_glumal","SD_glumal","CV_glumal","DM_glu6hr","FF_glu6hr","DM_glu12hr","FF_glu12hr","DM_lag1hr","FF_lag1hr","DM_lag3hr","FF_lag3hr","DM_glumal","FF_glumal"
"30","YDL221W",0.00117994100294985,0.0343401290275066,NA,0.00273722627737226,0.052270706684741,NA,0,0,NA,0.00136147038801906,0.0368855385737373,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","YDL220C",0.0377581120943953,0.190666947280067,NA,0.0228102189781022,0.149366224338378,NA,0.0179180887372014,0.132710429833562,NA,0.0156569094622192,0.134711041752361,NA,0.0233236151603499,0.151039329520322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","YDL219W",0.210619469026549,0.48215428705702,NA,0.152372262773723,0.433267116946581,NA,0.0409556313993174,0.214810562766434,NA,0.0272294077603812,0.162806666594856,NA,0.154518950437318,0.4072714822134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","YDL218W",0.00176991150442478,0.0420454739591871,NA,0.00273722627737226,0.0522707066847412,NA,0.00170648464163823,0.0412919768635758,NA,0.0068073519400953,0.0822533737520594,NA,0.00145772594752187,0.0381801774160611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","YDL217C",0.131563421828909,0.377699927849001,NA,0.0720802919708029,0.291908625432867,NA,0.0281569965870307,0.165491837700656,NA,0.0292716133424098,0.176518944468631,NA,0.0816326530612245,0.294545477951804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","YDL216C",0.0436578171091445,0.223698282967906,NA,0.0246350364963504,0.155080930454075,NA,0.0554607508532423,0.232674736583098,NA,0.0769230769230769,0.304717330383023,NA,0.0247813411078717,0.155571549015289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","YDL215C",0.217699115044248,0.501867249241347,NA,0.146897810218978,0.455658941343466,NA,0.456484641638225,0.935485423489157,NA,1.08849557522124,1.57779542486953,NA,0.279883381924198,0.737189762208115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","YDL214C",0.00707964601769911,0.0906328408171407,NA,0.00182481751824818,0.0426983725478097,NA,0.23122866894198,0.591959382129503,NA,0.832539142273656,1.13250362523535,NA,0.00728862973760933,0.0851238415256018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","YDL213C",0.630678466076696,0.918395474615697,NA,0.750912408759124,1.10746701305946,NA,0.0418088737201365,0.212647427510281,NA,0.010211027910143,0.100566632313995,NA,0.537900874635568,0.870031946103188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","YDL212W",2.47374631268437,2.13734181956664,NA,2.00638686131387,2.1655153861482,NA,0.273037542662116,0.576087681280145,NA,0.471068754254595,0.789068891350364,NA,1.49416909620991,1.66083115081297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","YDL211C",0.0247787610619469,0.173442286375918,NA,0.031021897810219,0.178643430663248,NA,0.00597269624573379,0.0770849738319634,NA,0.00884955752212389,0.09368680704805,NA,0.0233236151603499,0.151039329520322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","YDL210W",0.0395280235988201,0.203788820508281,NA,0.0200729927007299,0.140314044902427,NA,0.0127986348122867,0.112452743572534,NA,0.0285908781484003,0.170747640956509,NA,0.0306122448979592,0.172390419472069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","YDL209C",0.142772861356932,0.374393620365339,NA,0.104014598540146,0.320020455633901,NA,0.0102389078498294,0.100711105741338,NA,0.0176991150442478,0.131900339640611,NA,0.113702623906706,0.335559659615081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","YDL208W",1.43598820058997,1.45552011171621,NA,1.46715328467153,1.69415258601507,NA,0.145904436860068,0.409171478897795,NA,0.091218515997277,0.301875065348677,NA,1.15451895043732,1.35173367526205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","YDL207W",0.414159292035398,0.659710938538153,NA,0.33029197080292,0.604725913664146,NA,0.146757679180887,0.414054620815531,NA,0.166780122532335,0.447623812640438,NA,0.309037900874636,0.569907106036003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","YDL206W",0.0820058997050147,0.282927414795902,NA,0.0593065693430657,0.251289047476135,NA,0.0716723549488055,0.277200107122656,NA,0.209666439754935,0.475147142386333,NA,0.053935860058309,0.232424144058606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","YDL205C",0.0932153392330383,0.325311562948064,NA,0.0647810218978102,0.264144258782433,NA,0.0127986348122867,0.119806349860783,NA,0.0245064669843431,0.154667982250219,NA,0.0510204081632653,0.251170357502649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","YDL204W",0.0383480825958702,0.241144671180526,NA,0.031021897810219,0.281783711016134,NA,0.38481228668942,1.22855634409211,NA,0.827773995915589,1.62269052423534,NA,0.0641399416909621,0.322349591623521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","YDL203C",0.0943952802359882,0.300429400643644,NA,0.0857664233576642,0.289761287682838,NA,0.0503412969283276,0.230155821944803,NA,0.0605854322668482,0.244291636429902,NA,0.097667638483965,0.306751922454132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","YDL202W",0.115044247787611,0.347504488246528,NA,0.0748175182481752,0.28002766253382,NA,0.0435153583617747,0.20824326558895,NA,0.0599046970728387,0.248604260029118,NA,0.075801749271137,0.270329102045994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","YDL201W",0.79646017699115,1.02586927491856,NA,0.875912408759124,1.1924894675511,NA,0.0665529010238908,0.262694560031824,NA,0.021783526208305,0.146025750690309,NA,0.590379008746356,0.889432281373888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","YDL200C",0.214159292035398,0.473164244213216,NA,0.139598540145985,0.369673956503012,NA,0.0691126279863481,0.266875966503356,NA,0.251872021783526,0.523824330395708,NA,0.15597667638484,0.40491595167685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","YDL199C",0.0277286135693215,0.167798360964257,NA,0.010036496350365,0.108495727416858,NA,0.0895904436860068,0.316892743054045,NA,0.207624234172907,0.490838830866524,NA,0.0189504373177843,0.136449473629703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","YDL198C",0.611209439528024,0.949363491684901,NA,0.356751824817518,0.698014167207399,NA,0.0520477815699659,0.247662143705133,NA,0.0728386657590197,0.275233691594892,NA,0.35131195335277,0.611727026620358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","YDL197C",0.0684365781710914,0.277087820964142,NA,0.062956204379562,0.250398808657298,NA,0.0861774744027304,0.30410804616935,NA,0.119809394145677,0.364382896860937,NA,0.0495626822157434,0.230248576573471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","YDL196W",0,0,NA,0.000912408759124088,0.0302061046665085,NA,0.000853242320819113,0.0292103118918486,NA,0.00136147038801906,0.0368855385737373,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","YDL195W",0.456047197640118,0.758453156243019,NA,0.329379562043796,0.678498192594198,NA,0.174061433447099,0.433927772028937,NA,0.15997277059224,0.418742114416644,NA,0.239067055393586,0.508027533760772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","YDL194W",0.0141592920353982,0.118182260216832,NA,0.00821167883211679,0.0902866813628503,NA,0.0716723549488055,0.264590498069969,NA,0.0524166099387338,0.225976417584457,NA,0.0174927113702624,0.131193774685165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","YDL193W",0.32330383480826,0.607329056084316,NA,0.259124087591241,0.532426820168535,NA,0.111774744027304,0.388077558928847,NA,0.240299523485364,0.548824771280058,NA,0.224489795918367,0.463922614092618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","YDL192W",8.48731563421829,6.9019733197182,NA,6.58850364963504,6.48985264454687,NA,1.13310580204778,1.42241285210907,NA,0.845473110959837,1.12014085218706,NA,5.51166180758018,4.79254389050254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","YDL191W",2.12271386430678,2.08588831359759,NA,2.40602189781022,3.09666491029358,NA,0.612627986348123,0.991050088656217,NA,0.336283185840708,0.63711078635005,NA,3.0801749271137,3.54174075287799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","YDL190C",0.221828908554572,0.50182214047909,NA,0.177919708029197,0.42983022764522,NA,0.129692832764505,0.374561160157285,NA,0.179714091218516,0.434038352565171,NA,0.182215743440233,0.439347612022349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","YDL189W",0.211799410029499,0.481636826809834,NA,0.200729927007299,0.466052514393017,NA,0.0401023890784983,0.200586645410627,NA,0.0694349897889721,0.274876280123138,NA,0.164723032069971,0.419221205960702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","YDL188C",0.417699115044248,0.664618125678441,NA,0.271897810218978,0.544775478493485,NA,0.045221843003413,0.215938842120031,NA,0.23213070115725,0.514002453705342,NA,0.295918367346939,0.552272771159629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","YDL187C",0.024188790560472,0.153680274188803,NA,0.00912408759124088,0.0951267317345172,NA,0.0102389078498294,0.100711105741338,NA,0.0279101429543907,0.16885510479735,NA,0.0131195335276968,0.11386971809123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","YDL186W",0.00176991150442478,0.0420454739591863,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","YDL185C-A",0.000589970501474926,0.0242893083778626,NA,0,0,NA,0.000853242320819113,0.0292103118918487,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","YDL185W",1.50206489675516,1.40536641683284,NA,1.28740875912409,1.26868365278567,NA,0.435153583617747,0.717043741366182,NA,0.429543907420014,0.727036177797889,NA,1.00437317784257,1.05953224803334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","YDL184C",0.0141592920353982,0.118182260216832,NA,0.0291970802919708,0.168435436543815,NA,0.0110921501706485,0.104778250035148,NA,0.00272294077603812,0.0521284584768395,NA,0.0247813411078717,0.155571549015289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","YDL183C",0.0348082595870206,0.186539848091062,NA,0.0264598540145985,0.171569878021644,NA,0.0341296928327645,0.203795774196708,NA,0.0721579305650102,0.27167767626747,NA,0.0422740524781341,0.22204771131328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","YDL182W",1.89616519174041,2.06015282868437,NA,1.36861313868613,1.56183953477732,NA,0.172354948805461,0.450053892153228,NA,0.208304969366916,0.472873613785176,NA,1.0801749271137,1.40727535008671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","YDL181W",0.117994100294985,0.378277632047309,NA,0.0383211678832117,0.214519769392441,NA,0.152730375426621,0.470896144772858,NA,1.29611980939415,1.7547498565908,NA,0.17201166180758,0.46119904645147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","YDL180W",0.125073746312684,0.359952415343356,NA,0.0638686131386861,0.248335457832154,NA,0.0802047781569966,0.287009896152608,NA,0.115044247787611,0.343841816693783,NA,0.0597667638483965,0.243303189193748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","YDL179W",0.0949852507374631,0.45823655532092,NA,0.104014598540146,0.537321562834709,NA,0.0324232081911263,0.191108765577963,NA,0.0360789652825051,0.210565307039475,NA,0.0481049562682216,0.251745835338812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","YDL178W",0.190560471976401,0.44099876417838,NA,0.154197080291971,0.410969111295428,NA,0.0477815699658703,0.213394812327271,NA,0.114363512593601,0.341086309448758,NA,0.129737609329446,0.377183865345407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","YDL177C",0.139233038348083,0.366177003597054,NA,0.114051094890511,0.342890763838484,NA,0.0307167235494881,0.177500912188317,NA,0.0381211708645337,0.195077736254758,NA,0.0918367346938776,0.303782206160892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","YDL176W",0.048377581120944,0.227963933781479,NA,0.031021897810219,0.173456021229792,NA,0.0315699658703072,0.179742465122747,NA,0.0340367597004765,0.185102817762767,NA,0.0364431486880466,0.195156389778144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","YDL175C",0.0424778761061947,0.207506124175785,NA,0.0374087591240876,0.194598851817492,NA,0.0332764505119454,0.1794341100651,NA,0.0592239618788291,0.244625492716962,NA,0.032069970845481,0.17631450268216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","YDL174C",0.145132743362832,0.394993271155117,NA,0.0967153284671533,0.310763054377022,NA,0.179180887372014,0.478729472117443,NA,0.459496255956433,0.865175490234698,NA,0.137026239067055,0.420495942033585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","YDL173W",0.247787610619469,0.51765135957586,NA,0.166970802919708,0.408186034077792,NA,0.091296928327645,0.313694315445905,NA,0.0973451327433628,0.322920559926056,NA,0.185131195335277,0.444739468050103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","YDL172C",0.00117994100294985,0.0343401290275066,NA,0,0,NA,0.00170648464163823,0.0412919768635758,NA,0.00068073519400953,0.0260909025142776,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","YDL171C",0.168731563421829,0.450463995904746,NA,0.218065693430657,0.598996344177465,NA,0.0503412969283276,0.226415018152757,NA,0.277059223961879,0.589553065749664,NA,0.118075801749271,0.37325919070103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","YDL170W",0.0678466076696165,0.258500854782443,NA,0.0675182481751825,0.265184780300885,NA,0.0307167235494881,0.177500912188317,NA,0.120490129339687,0.351789166860226,NA,0.0641399416909621,0.25106442760991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","YDL169C",0.0218289085545723,0.154033396123372,NA,0.00912408759124088,0.0951267317345176,NA,0.147610921501706,0.426956050812653,NA,0.761742682096664,0.99611299694348,NA,0.0291545189504373,0.176820704360373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","YDL168W",0.631268436578171,0.897504993971547,NA,0.474452554744526,0.794550314525831,NA,0.127986348122867,0.375148189087849,NA,0.249149081007488,0.57230081809947,NA,0.403790087463557,0.720046780488166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","YDL167C",0.377581120943953,0.653005078979842,NA,0.429744525547445,0.731914564759428,NA,0.0426621160409556,0.210458598515514,NA,0.0313138189244384,0.178090775940584,NA,0.352769679300292,0.651365480518197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","YDL166C",0.56165191740413,0.832241172216062,NA,0.450729927007299,0.71853441404217,NA,0.0349829351535836,0.183815012221353,NA,0.0319945541184479,0.183621337569058,NA,0.319241982507289,0.62208268729015,1.94862430813262,NA,NA,NA,NA,NA,NA,NA,NA,0.0240370050525082,1.21220544612205
"87","YDL165W",0.662536873156342,0.887061360896827,NA,0.486313868613139,0.783269525058344,NA,0.148464163822526,0.394417963440576,NA,0.264805990469707,0.584769493763154,NA,0.441690962099125,0.70365846734245,1.59310134850469,NA,NA,NA,NA,NA,NA,NA,NA,-0.034449988693213,1.12099925321
"88","YDL164C",0.143362831858407,0.405221842151668,NA,0.0802919708029197,0.300584372354104,3.7436417284102,0.0145051194539249,0.119611572350703,8.24616251735437,0.0197413206262764,0.139157404314824,NA,0.0991253644314869,0.331463191070351,3.34387866285678,NA,NA,0.0211888418745425,1.12528019925281,-0.0267047885786922,0.98633646456019,NA,NA,0.0196592017446653,1.10837269214257
"89","YDL163W",0.00117994100294985,0.0343401290275066,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","YDL162C",0.000589970501474926,0.0242893083778619,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","YDL161W",0.233038348082596,0.511352728603645,NA,0.134124087591241,0.378996221862939,2.82571332763116,0.0665529010238908,0.269117661498205,4.043665375332,0.114363512593601,0.358610444458669,3.13570680303443,0.135568513119534,0.386623278570595,2.85186633440246,NA,NA,-0.00448964526588658,1.07093467523996,0.0078583507421568,1.08822176969061,0.0134232562051499,1.12449721032825,0.0201377449023624,1.10259791225178
"92","YDL160C-A",0.0814159292035398,0.288263745339509,3.54063078514832,0.0885036496350365,0.30582644373124,3.45552352916948,0.0554607508532423,0.246919624096407,4.45215076063059,0.0864533696392104,0.29988692471156,3.4687708063093,0.112244897959184,0.350926080051147,3.12643234954658,-0.00869459948658924,1.02063549099122,-0.00443306527442311,1.05679047215553,0.00789143714555163,1.09932339223544,-0.0108959008672613,1.04023900963334,0.00724088556562796,1.09714664897148
"93","YDL160C",0.310324483775811,0.604376659148849,1.94756356893023,0.203467153284672,0.469748621026858,2.30871968002438,0.251706484641638,0.582073934979053,2.31251068405237,0.208985704560926,0.479015643640916,2.2920976563795,0.153061224489796,0.42362456079513,2.76768046386151,0.0115983707536085,1.17706196327006,-0.0176117905119472,1.08451788602902,0.0356317508394792,1.34605219354747,-0.0224673682510269,1.09795063415846,0.0357658256067052,1.17245742092459
"94","YDL159W-A",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","YDL159W",0.102654867256637,0.327901680178438,3.19421464311754,0.0656934306569343,0.2621827467386,3.99100403368758,0.0588737201365188,0.252971601864263,4.29685097659298,0.0857726344452008,0.28968724098326,3.37738537305086,0.0670553935860058,0.250300408983464,3.73274088179688,-1.77635683940025e-15,1.04738834832881,0.00277362946315196,1.04637239979704,0.0092353706476549,1.08698127452075,-0.0361529757995314,0.978385450456322,-0.0568323800590642,0.934306569343057
"96","YDL159C-B",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","YDL158C",0.411209439528024,0.695909375354725,1.69234776359578,0.357664233576642,0.67964241231631,1.90022470382315,0.0443686006825939,0.225778533077713,5.08870078398231,0.0299523485364193,0.174463163871216,5.82469063015491,0.336734693877551,0.612776719215163,1.81976116615412,0.00520922040714333,1.17772067504691,0.0280471982530758,1.29147330164941,0.0365805707251936,1.14891939827894,-0.0217087083791916,1.01619395590785,-0.0112912152313763,1.11510727715108
