"ORF","AVGEXP_DMSO","SD_DMSO","CV_DMSO","DM_DMSO","FF_DMSO","AVGEXP_gua","SD_gua","CV_gua","DM_gua","FF_gua","AVGEXP_MPA","SD_MPA","CV_MPA","DM_MPA","FF_MPA","AVGEXP_guaMPA","SD_guaMPA","CV_guaMPA","DM_guaMPA","FF_guaMPA"
"YAR015W",0.124463519313305,0.379374246235201,3.04807584044144,0.00692312025657715,1.1563614744352,0.170542635658915,0.434397135943579,2.54714684257826,-0.0175510141770628,1.10647329324373,0.141176470588235,0.38275135458908,2.71115542833932,-0.0490405356788859,1.03769841269841,0.141791044776119,0.380281486018767,2.68198521718499,-0.0627294863227376,1.01990932387147
"YAR018C",0.107296137339056,0.456361153519789,4.25328595080444,0.232048933114857,1.94103448275863,0,0,NA,NA,NA,0.0941176470588235,0.365914685989739,3.88784353864097,0.00956097601286965,1.42261904761905,0.0671641791044776,0.304713562164107,4.53684636999892,0.0764185160274298,1.38243861839367
"YAR028W",0.0386266094420601,0.214278666804482,5.54743659616048,-0.0627631732594296,1.18869731800766,0,0,NA,NA,NA,0.0705882352941176,0.300326619585032,4.25462711078795,-0.101738537529388,1.27777777777778,0,0,NA,NA,NA
"YAR042W",0.0643776824034335,0.308181084557584,4.78707951346115,0.102508722675008,1.47528735632185,0,0,NA,NA,NA,0,0,NA,NA,NA,0.041044776119403,0.248956680366686,6.06549003075198,0.0705108048507634,1.51004426285324
"YAR071W",0.253218884120172,0.713358030957461,2.81715968157777,0.228862801000844,2.00964348334306,0.217054263565891,0.557387462216568,2.56796366521205,0.0837249680505103,1.4313507504169,0,0,NA,NA,NA,0.26865671641791,0.649565445111432,2.41782693458144,0.0843615024390802,1.5705368289638
"YBL001C",0.390557939914163,0.661304964692367,1.69323139311342,-0.0430377475498214,1.11974232663888,0.395348837209302,0.737211114968882,1.86471046727423,0.0334125502577423,1.37468528267338,0.317647058823529,0.581700395513066,1.8312790229115,-0.0803035093676088,1.0652557319224,0.41044776119403,0.715925702495097,1.74425534789715,-0.0101190585033369,1.24875723527409
"YBL002W",0.386266094420601,0.972102350893515,2.51666497509099,0.293763368294464,2.44645593869732,0.166666666666667,0.653733168633599,3.92239901180159,0.351156290812913,2.56420233463035,0.341176470588235,0.764587364226623,2.24103192962976,0.145753625928805,1.71346469622332,0.305970149253731,0.741772469231192,2.42432953358487,0.129983138853043,1.79830090435736
"YBL003C",0.974248927038627,2.14741774917979,2.20417768968674,0.481764546333471,4.7332902931794,0.414728682170543,1.43419065831156,3.45814196116245,0.580018770876264,4.95963489581439,1.01176470588235,2.11847945047216,2.09384596848993,0.520093470515625,4.43576965669988,0.697761194029851,1.61282158679998,2.31142345060104,0.377126970039171,3.72791363736506
"YBL004W",0.055793991416309,0.248049964651764,4.44581859722008,-0.0414780784877449,1.1027851458886,0,0,NA,NA,NA,0.0470588235294118,0.263035501539294,NA,NA,NA,0,0,NA,NA,NA
"YBL005W",0.163090128755365,0.90924982129855,5.57513706217269,0.645590443038599,5.06919237749544,0.0930232558139535,0.340333104509621,3.65858087347842,0.0397108995145168,1.24513618677043,0.0470588235294118,0.263035501539294,NA,NA,NA,0.0783582089552239,0.282806147208034,3.60914511675015,-0.0652161850932063,1.0206884251828
"YBL005W-B",0.128755364806867,0.36041964918183,2.79925927531221,-0.0471406445141079,1.00890804597701,0.0542635658914729,0.243517591607372,4.48768133105013,-0.0380749426778166,1.09282934963869,0,0,NA,NA,NA,0.0708955223880597,0.271305520903575,3.82683576853463,-0.0714099810934876,1.03824167159472
"YBL006C",0.171673819742489,0.410702967642803,2.39234478651933,-0.0619509895683819,0.982543103448275,0.178294573643411,0.457528675346382,2.56613909216014,0.0135477750895283,1.1740822195906,0.317647058823529,0.516668925629831,1.62655032142725,-0.183277543014397,0.840388007054673,0.220149253731343,0.474089681736513,2.1534921136506,-0.0799547307895963,1.0209483907827
"YBL007C",0.240343347639485,0.566830162684026,2.35841835545318,0.0613312374991452,1.33682266009852,0,0,NA,NA,NA,0.188235294117647,0.422411378337539,2.24406044741817,-0.0939028194552511,0.947916666666665,0.212686567164179,0.522443358117036,2.45640035044501,0.0128048155737116,1.28333004796636
"YBL008W",0.055793991416309,0.264857460946287,4.74706064619114,0.015468005294784,1.25729442970822,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"YBL011W",0.171673819742489,0.441065750876354,2.56920799885476,-1.11022302462516e-16,1.13318965517241,0.0736434108527132,0.289913278283845,3.93671714722273,2.44249065417534e-15,1.14130657382757,0.211764705882353,0.490240894309911,2.31502644535236,-5.55111512312578e-16,1.13492063492063,0.264925373134328,0.630647662178116,2.38047286568641,0.0605751887375198,1.50123964762357
"YBL015W",0.175965665236052,1.97591686239374,11.228990949701,1.29284903078381,22.1875525651809,0,0,NA,NA,NA,0,0,NA,NA,NA,0.0447761194029851,0.224548540560901,5.01491740586013,-0.0450374602235295,1.12609238451935
"YBL017C",0.0643776824034335,0.262894488176476,4.08362771634126,-0.035540274102362,1.07356321839081,0,0,NA,NA,NA,0.152941176470588,0.47574208581214,3.11062133031015,0.102590682053424,1.47985347985348,0.100746268656716,0.397934040919289,3.94986381356924,0.123860315880406,1.57178526841448
"YBL018C",0.227467811158798,0.892845620340456,3.925151500742,0.456660185767505,3.50455432661026,0.170542635658915,0.477086341821436,2.79746082249842,0.0638690466361217,1.33463035019456,0.211764705882353,0.490240894309911,2.31502644535236,-2.22044604925031e-16,1.13492063492064,0.134328358208955,0.382991277633529,2.8511572890496,-0.021630431136209,1.09196837286726
"YBL019W",0.0600858369098712,0.255616211873739,4.25418409761295,-0.0382709167207711,1.08743842364532,0,0,NA,NA,NA,0,0,NA,NA,NA,0.0335820895522388,0.200166234230338,5.96050564152563,-0.062515091600506,1.19309196837287
"YBL020W",0.103004291845494,0.318454626468877,3.09166366530201,-0.0681899243889419,0.984554597701152,0.0465116279069767,0.228698401848886,4.91701563975105,-0.0451037375861811,1.12451361867704,0,0,NA,NA,NA,0.0895522388059701,0.322970449296162,3.60650335047381,-0.0239136658502983,1.16479400749064
"YBL021C",0.0901287553648069,0.301628454774927,3.34663952202657,-0.0659247575294879,1.00944170771757,0.0891472868217054,0.32382449732908,3.63246610047403,0.033488720256647,1.17628150905093,0,0,NA,NA,NA,0.0783582089552239,0.295753197113357,3.77437413458951,-0.0263349794482981,1.11628321740681
"YBL022C",0.145922746781116,0.440604143475292,3.01943427734538,0.0674354508424728,1.3303752535497,0.116279069767442,0.344561007044884,2.963224660586,-0.0345231507148896,1.02101167315175,0.388235294117647,0.637967711659805,1.64325016639647,-0.0642353910612927,1.04834054834055,0.313432835820896,0.675054836976421,2.15374638463906,0.0386661207027127,1.45389691457107
"YBL024W",0.536480686695279,0.81457603252977,1.51836972463549,-0.0307964520127186,1.2368275862069,0.162790697674419,0.428383944926868,2.63150137597933,-1.88737914186277e-15,1.1272929405225,0.505882352941176,0.733931510554543,1.45079484644503,-0.0574615986227038,1.06478405315615,0.238805970149254,0.589281343279471,2.46761562498279,0.0607325868618531,1.45411985018727
"YBL025W",0.0386266094420601,0.214278666804482,5.54743659616047,-0.0627631732594303,1.18869731800766,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"YBL026W",0.141630901287554,0.406446863481684,2.8697611876131,0.00525479239159998,1.16640543364682,0.0813953488372093,0.287824914857146,3.53613466824493,-0.0389926049918812,1.017787659811,0.0941176470588235,0.365914685989739,3.88784353864097,0.00956097601286965,1.42261904761905,0.104477611940299,0.351958814334198,3.36874865148446,0.00675268885564084,1.1856607811664
"YBL027W",4.76394849785408,3.29839117482504,0.692364994355166,-0.0509006506316965,2.28369058713887,3.11627906976744,2.60388188802748,0.835574038695387,-0.00107396685741082,2.17573610546489,3.98823529411765,2.76239250015815,0.692635287650272,-0.0702761885992912,1.91333052394999,2.15298507462687,2.02856715168983,0.942211432673958,-0.0265953652290003,1.911339162269
"YBL028C",0.36480686695279,0.707080618693478,1.93823275477153,0.0455653918891973,1.37048681541582,0.213178294573643,0.488287700636817,2.29051321389634,-0.0238530363073547,1.11842943049169,0.517647058823529,0.881175685227012,1.70227121009764,0.10820446137068,1.5,0.220149253731343,0.497225237132417,2.25858243307606,-0.0383315610495915,1.12302418586936
"YBL030C",0.334763948497854,0.601321862925853,1.79625633412466,-0.0384664443997245,1.08012820512821,0.317829457364341,0.564645767182727,1.77656838942858,-0.0850519308656504,1.00313182120148,0.164705882352941,0.403763804821623,2.45142310070271,-0.0592028492666605,0.989795918367346,0.235074626865672,0.519976585858137,2.21196388904731,-0.0449938937259677,1.15016943106831
"YBL032W",0.0815450643776824,0.304071819562136,3.7288807346304,-0.0295880956296195,1.13384754990926,0,0,NA,NA,NA,0,0,NA,NA,NA,0.0671641791044776,0.279050320835687,4.15474922133134,1.11022302462516e-15,1.15938410320433
"YBL033C",0.184549356223176,0.41034246463926,2.2234835874639,-0.110315373567164,0.91238973536488,0.170542635658915,0.425345471997374,2.49407117671187,-0.0358412928053471,1.06084188185356,0.129411764705882,0.371234597054774,2.86863097724143,-0.0535780992306647,1.06493506493506,0.25,0.498123820775488,1.99249528310195,-0.10434378993703,0.99250936329588
"YBL034C",0.0171673819742489,0.184896644848699,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"YBL036C",0.0987124463519313,0.339431660723211,3.43859030210905,0.00957132912802572,1.1671664167916,0,0,NA,NA,NA,0.141176470588235,0.38275135458908,2.71115542833932,-0.049040535678886,1.03769841269841,0.0970149253731343,0.308904139769381,3.18408882531516,-0.0853039993429527,0.98357821953328
"YBL038W",0.163090128755365,0.403660914733112,2.47507876665303,-0.0597426056580637,0.999092558983663,0.0930232558139535,0.328701263851907,3.533538586408,0.00950525665999824,1.16147859922179,0,0,NA,NA,NA,0.164179104477612,0.400262645059349,2.43796338354331,-0.103089766867316,0.975825672454883
"YBL039C",0.210300429184549,0.502987964181931,2.39175909498755,0.0204366611861454,1.2030260380014,0.143410852713178,0.465518406686,3.24604726824292,0.131202833503133,1.51109475233989,0.376470588235294,0.635768574775656,1.68876027674784,-0.0464936121435298,1.07366071428571,0.0783582089552239,0.308156762552588,3.93266725543303,0.00934953006691863,1.21187800963081
"YBL039W-B",0.0643776824034335,0.262894488176477,4.08362771634127,-0.0355402741023609,1.07356321839081,0,0,NA,NA,NA,0,0,NA,NA,NA,0.0634328358208955,0.259079628491018,4.08431414327017,-0.0459473342189469,1.05816259087905
"YBL040C",0.321888412017167,0.568036428449949,1.76469983771784,-0.062953707507223,1.00241379310345,0.228682170542636,0.48921342385278,2.13927226023758,-0.0418581802885331,1.0465607069841,0.341176470588235,0.568057281997381,1.66499548171646,-0.112316344049457,0.945812807881773,0.279850746268657,0.540533770144019,1.93150733864796,-0.0901649455577535,1.04404494382022
"YBL041W",0.622317596566524,0.902018685528451,1.44945071536641,-0.0137140440793804,1.30743162901308,0.368217054263566,0.732830395454361,1.99021307397079,0.0652017266035881,1.45848863403645,0.576470588235294,0.746044658886599,1.29415910215022,-0.112415948038263,0.96550048590865,0.496268656716418,0.858960849100427,1.7308384026986,0.0402872196215195,1.48672242403762
"YBL042C",0.0944206008583691,0.321115692312968,3.40090710495098,-1.33226762955019e-15,1.09208463949843,0,0,NA,NA,NA,0.141176470588235,0.38275135458908,2.71115542833932,-0.049040535678886,1.03769841269841,0.0522388059701493,0.254315978490191,4.86833444538365,0.0154504649141809,1.23809523809524
"YBL045C",0.0815450643776824,0.304071819562135,3.7288807346304,-0.0295880956296208,1.13384754990926,0.0891472868217054,0.311576963049447,3.49508071594597,0,1.08898663508713,0.117647058823529,0.358958967872717,3.0511512269181,-0.0591850244647997,1.0952380952381,0.0447761194029851,0.224548540560901,5.01491740586013,-0.0450374602235293,1.12609238451935
"YBL047C",0.055793991416309,0.248049964651764,4.44581859722008,-0.0414780784877447,1.1027851458886,0.0387596899224806,0.230144626333646,5.93773135940806,0.0136027600069373,1.36653696498054,0,0,NA,NA,NA,0.104477611940299,0.3184385291939,3.04791163657019,-0.0869324733323162,0.970572498662385
"YBL050W",0.167381974248927,0.385469390328945,2.30293251145241,-0.106297277897048,0.887709991158268,0.197674418604651,0.453771933369894,2.29555213351829,-0.0372133733803438,1.04165712977798,0.0941176470588235,0.331789140288596,3.52525961556633,-0.0754743702238223,1.16964285714286,0.152985074626866,0.400035634837316,2.61486707649758,-0.0570665072082994,1.04604001096191
"YBL051C",0.111587982832618,0.38895700745464,3.48565318218966,0.0591681164114306,1.35576923076924,0.062015503875969,0.257250895246252,4.14817068584581,-0.0329885440907649,1.06712062256809,0.141176470588235,0.38275135458908,2.71115542833932,-0.049040535678886,1.03769841269841,0.0932835820895522,0.327674306461782,3.5126685652703,-6.66133814775094e-16,1.15101123595505
"YBL052C",0.120171673819742,0.567189050208949,4.71982316781019,0.36610180802569,2.67703201970445,0,0,NA,NA,NA,0.0705882352941176,0.300326619585032,4.25462711078796,-4.44089209850063e-16,1.27777777777778,0.0783582089552239,0.320080032196655,4.08483088708112,0.0423232885044913,1.30747280185482
"YBL055C",0.0515021459227468,0.240168531424819,4.66327231849857,-0.0452954131129777,1.11997126436781,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
"YBL056W",0.309012875536481,0.563819612879855,1.82458291390286,-0.0532373974086674,1.02873563218391,0,0,NA,NA,NA,0.152941176470588,0.393575864077453,2.57338064973719,-0.0620955474164642,1.01282051282051,0.23134328358209,0.503384486888615,2.17592004009917,-0.0706119214986838,1.09532439289598
"YBL057C",0.356223175965665,0.641366659062593,1.80046303086246,-0.0178318791505306,1.15475695886996,0.228682170542636,0.520055938094182,2.27414291573388,0.0112452080542554,1.18268152740222,0,0,NA,NA,NA,0.328358208955224,0.667895340463243,2.0340449005017,0.00271210358378449,1.3585291113381
"YBL058W",0.214592274678112,0.496845160201772,2.31529844654026,-2.22044604925031e-16,1.15034482758621,0.104651162790698,0.364656539030615,3.48449581740365,0.042339180353002,1.27064418504107,0.282352941176471,0.547978203987,1.94075613912062,-0.0594826579416696,1.06349206349206,0.261194029850746,0.518267128172333,1.98422271928836,-0.106066966550308,1.02835741037988
