"","ORF","AVGEXP_2hr","SD_2hr","CV_2hr","DM_2hr","FF_2hr","AVGEXP_16hr","SD_16hr","CV_16hr","DM_16hr","FF_16hr","AVGEXP_36hr","SD_36hr","CV_36hr","DM_36hr","FF_36hr"
"11","YAL013W",1.43504813148649,2.16981390125894,1.51201472177198,-0.0999438285443561,3.28079056220903,1.58276125560465,2.22589484447703,1.40633644941396,-0.0726849523610582,3.13035705235066,2.49477351873333,2.74512755440895,1.1003514081722,-0.057310503349056,3.0206049701062
"12","YAL014C",0.786222748216216,2.01256263736355,2.55978683131422,0.0805555775140357,5.15173133631822,1.84825969960465,2.53887809647194,1.37365874341956,0.006501444261789,3.48755209569509,2.11425807093333,2.98372853180976,1.41124140559274,0.0401672267511894,4.21076124713837
"13","YAL015C",0.689236683351351,1.79345224527772,2.60208472444794,0.00338533492939996,4.66671469146401,1.46107292423256,2.44965112713433,1.67661113042734,0.0659337081533949,4.10711234541732,0.873913154066667,2.10986280343902,2.41427056409551,0.0423007867791833,5.09377966062286
"14","YAL016W",2.00371079478378,2.66070837962803,1.32789042538205,-0.0202580074971546,3.53312918204184,2.39157699018605,2.73321452934415,1.14285032033676,0,3.12365510041006,1.71441404995556,2.62460708012653,1.53090618931557,-0.0179641381629415,4.01802722348716
"15","YAL017W",1.38126711427027,2.76403177134867,2.00108418045479,0.139688928549894,5.53106025192026,1.35451308118605,2.39172571388571,1.76574574812629,0.0549422554109163,4.22317950997801,3.1308327544,3.08056739736313,0.98394505201013,-0.0152931094268203,3.03110904801917
"16","YAL019W",2.57843695975676,3.06833798922825,1.18999922709676,0.0611291311218774,3.65131983565323,1.60646022755814,2.49263131126478,1.55162964417342,0.0191972126680592,3.86764063455329,1.60619188962222,2.33426568606359,1.45329191433822,-0.0780525889591326,3.39236944747337
"17","YAL020C",1.71068071008108,2.85135134398621,1.66679341573394,0.087685882022272,4.75261364610034,1.65097956353488,2.83085573294099,1.71465219525788,0.123006645038809,4.85393299694563,2.93783826895556,3.25221476297895,1.10700946248316,0.0353578299845128,3.60023251664513
"18","YAL021C",2.87184143683784,2.77137116668773,0.965015383906174,-0.0175879320989558,2.67441581036766,2.79343171051163,2.46805248224392,0.883519891664683,-0.0937312104444676,2.1805734617349,2.61534125413333,3.22922496254928,1.23472413301543,0.0439304334334926,3.98720199219545
"19","YAL022C",1.70241169951351,2.56965795782136,1.509422167714,0.000403169880766552,3.87869868497824,1.11210852851163,1.88754165008018,1.6972638925864,-0.0852924704052664,3.20365628843403,1.97689197582222,2.94301089050852,1.48870597205215,0.0462844096206531,4.38127788851455
"20","YAL023C",3.46910496697297,3.29366341397352,0.949427430224881,0.0855764128359397,3.12709439115459,3.87045997644186,2.89973016606627,0.749195233568081,0.0372879224399203,2.17246401905043,2.86729928711111,3.21911645879859,1.12269984276456,0.0226672726008031,3.614101542134
"21","YAL024C",1.05327768583784,2.15762665417115,2.04848795638811,0.00958517929567182,4.41987221545158,1.47102460206977,2.42632446142805,1.6494112049616,0.0679042144820762,4.00200675355185,1.02844314722222,2.23499941645832,2.17318713484061,0.0402403055969164,4.85707197822349
"22","YAL025C",3.52414559489189,2.74435057965369,0.77872792305503,-0.0560519796963105,2.13710242702859,2.04040844813954,2.36596545028058,1.15955481974106,-0.0764946895670471,2.74346664121368,0.5365363748,1.35367915976465,2.52299606018185,-0.120681177924624,3.4153271868365
"23","YAL026C",1.11739973943243,2.51651259560439,2.25211489388983,0.120673460673182,5.66747549722201,1.34078001323256,2.31855939343465,1.72926160186764,0.0242632643478745,4.00939573071607,0.721311131355556,1.71075750181212,2.37173312242818,-0.0715198271478725,4.05746023149029
"24","YAL027W",0.513455622513514,1.43164117700047,2.78824715170548,-0.0141000150359104,3.99176943403583,0.868629910604651,1.82044649702281,2.09576768517631,-0.0106692353186623,3.81523294105283,0.569797185088889,1.46880435764481,2.57776696003803,-0.0629488446545234,3.78623534389669
"25","YAL028W",0.135629743054054,0.695919608719988,NA,NA,NA,0.567878823697674,1.63163109487966,2.87320292074899,0.0763007457338903,4.68800722739309,1.12481466762222,2.36505659150761,2.10261891099551,0.0390604126777547,4.97281271487849
"26","YAL029C",2.81392633935135,2.94206523047396,1.04553740065284,0.0316695557460768,3.07603923362083,2.5450244125814,2.69513147982536,1.05898060014745,0.00782430965141873,2.85409195198176,2.6342342902,2.68114547297394,1.01780828036005,-0.118320944335337,2.72889206324273
"27","YAL030W",2.79225947181081,2.79574535259211,1.00124840861549,-0.00592591237290538,2.79923558517702,3.55940881009302,2.59187662414036,0.728176155768021,-0.0656242239373121,1.88734275639153,5.21773901546667,3.18450462875949,0.610322712446873,0.0755050102458042,1.94357550282412
"28","YAL031C",1.07928174421622,2.34693443161665,2.17453361385354,0.0741896962089375,5.10348781106066,1.1413725204186,2.3315860228263,2.04279144724037,0.102738742232503,4.76294398593476,1.3671984832,2.63793353187918,1.92944445469612,0.0574511578723998,5.08974622494122
"29","YAL032C",0.712064739864865,1.8247396639089,2.56260359732908,0.00138930009861937,4.67608442692199,1.25420693834884,2.04685713896316,1.6319931554978,-0.0444353978226848,3.34045684106969,0.9479108744,2.00400139010266,2.11412427499699,-0.045965308491434,4.23670798594374
"30","YAL033W",1.23263076067568,2.15210464692695,1.74594429701499,-0.0573769517426066,3.75745483488157,1.79460868590698,1.85907665082729,1.03592313211597,-0.250182263148544,1.92586050696868,1.41190032835556,2.19341299293795,1.55351829650229,-0.109368685748597,3.40750721631496
"31","YAL034W-A",0.495292174918919,1.33844912521169,2.70234256261124,-0.0711138338430538,3.61694803894933,0.918720115883721,1.60856951954378,1.75088091763016,-0.134263236889267,2.81641367645072,0.596525851888889,1.22984822341223,2.06168470237784,-0.231006939124695,2.53555926845557
"32","YAL035W",7.85892314656757,1.43748624671013,0.182911350563081,0.622498500688951,0.262932550801604,7.51895319627907,1.67124751904879,0.22227130232382,0.168590770910269,0.371470362564428,6.42143322133333,2.64551352640729,0.41198178587583,0,1.08990338716794
"33","YAL036C",3.13537677297297,2.86346939931779,0.913277607973934,-0.00958195742789816,2.61514248351551,2.78416097697674,2.88098864597132,1.03477804257558,0.0471150843965396,2.98118379176068,1.96136546535556,2.82573048518605,1.44069554353748,0.00444485875198392,4.07101731724554
"34","YAL037W",0.150392322135135,0.914800781928139,NA,NA,NA,0.384528802837209,1.22488009289251,3.18540531646744,0.0357187262703168,3.90173955993493,0.453023300155556,1.74722434785244,NA,NA,NA
"35","YAL038W",7.952044919,1.31664704424683,0.165573391204185,0.551140864830661,0.218001716134914,7.87500214674419,2.06685447094675,0.262457639049821,0.523184780043288,0.54246174470425,8.19458721877778,1.61786474010973,0.197430901266438,-0.119098782225903,0.319416493767057
"36","YAL039C",1.63555861327027,2.71176910679364,1.65800790310505,0.0514415565098227,4.49613461045997,2.21845205162791,2.5925659489371,1.16863736001626,-0.0157170931803273,3.0297694262339,3.17749619504444,3.05172293148572,0.960417493574068,-0.0232482199871065,2.93092808894002
"37","YAL040C",2.01532166443243,3.09439510129023,1.53543484194206,0.116921431726045,4.75124205325587,3.02553171288372,3.41885949866454,1.13000286333338,0.175350406737358,3.86332102282545,3.92229289204444,3.57185156588678,0.910653962923456,0.101510182177277,3.25272078344915
"38","YAL041W",1.97871134897297,2.88594659241511,1.45849802393514,0.0443149360493088,4.20914740221979,1.57314991348837,2.32045168230844,1.47503531762143,-0.0253314721674763,3.42274818423901,1.01000644022222,2.00581043826676,1.98593826572575,-0.0574980063699978,3.98341570314608
"39","YAL042W",4.39087877572973,3.10003548936261,0.706017097647478,0.0628064183396983,2.18867805880397,4.20196847723256,2.62497012487447,0.624700099274255,-0.0485161233761481,1.63981909760103,4.43190305357778,3.30854410000271,0.746528987661812,0.0414137452719273,2.46992407760949
"40","YAL043C",1.10670692767568,2.29022469627344,2.06940486139669,0.031148375462028,4.739402120159,1.31718134025581,1.99613850322699,1.51546217838108,-0.0890049140662529,3.02507240445073,1.85243556971111,2.94751063054412,1.5911541965283,0.0596802020198529,4.68994390910205
"41","YAL044C",4.58403938254054,2.72229989564374,0.59386485770875,0,1.61667824016702,3.05862129332558,2.57886514133807,0.843146272134304,-0.0597080626630533,2.1743605302563,4.46976917811111,3.01777063825977,0.675151337352739,-0.0440279672901335,2.03745188224491
"42","YAL046C",1.24191192678378,2.12085542325842,1.70773416175402,-0.0616385297358347,3.62185725843967,1.68148125030233,2.13362026945036,1.26889328624196,-0.126790280719211,2.70733643529532,1.02058789235556,1.87245100328227,1.83467883296222,-0.114810236808258,3.43534622148086
"43","YAL047C",0.442557647432432,1.33307713205736,3.01221126737142,0.00632816450560347,4.01550995745836,0.715852860418605,1.75675173245791,2.45406818858086,0.0368136909932777,4.31118854185927,0.938350885733333,1.76693170448995,1.8830181026675,-0.143173591663683,3.32716438573173
"44","YAL048C",0.32508760627027,1.40407270753505,NA,NA,NA,0.305706873883721,1.05893264704905,3.46388235762022,0.0673797407660965,3.66801811402129,0.520696445444444,1.40327436661133,2.69499509529695,-0.0735530301187364,3.78181753537347
"45","YAL049C",1.90586422554054,2.50262830131057,1.31311993151074,-0.0513684448751473,3.28625110361378,1.65817585609302,2.45575988745166,1.48100087118498,0,3.63698253273704,2.38908089531111,3.0947509281052,1.2953730173721,0.019058978258366,4.00885684775474
"46","YAL051W",1.17426504745946,2.63056146685059,2.2401769281491,0.147984251880264,5.89292310611676,0.927957919627907,2.04980588450068,2.20894271296549,0.0609161509717335,4.52790377156156,1.67303064088889,2.95866774961601,1.76844803514421,0.0918032937233896,5.23225016845297
"47","YAL053W",0.72974542072973,1.72077865497311,2.35805337874182,-0.0423634044901648,4.05768792142613,1.32064094911628,2.2849404447525,1.73017537149783,0.0247221194973171,3.95334768285007,1.22133427284444,2.4931296867146,2.04131640464669,0.054168360815757,5.08926652840217
"48","YAL054C",0.517457842567568,1.85001839465049,NA,NA,NA,0.535963117488372,1.35574251524485,2.52954442387403,-0.0703376635956475,3.42941091964658,0.7786744478,1.87459909923006,2.40742341619967,-0.0183050571001802,4.51295376747326
"49","YAL055W",0.216720350918919,0.983771679860304,NA,NA,NA,0.689186421116279,1.68136749410508,2.43964106457837,0.0194999047901655,4.10193318326599,0.485982240044444,1.40756289960027,2.89632579880192,-0.0476992672259486,4.07676073954872
"50","YAL056W",0.841483193243243,2.23025133757142,2.65038132131384,0.124512737358299,5.91101648693451,1.65666097188372,2.8267877357466,1.70631636992835,0.120701790024209,4.82339418781711,2.30151801482222,3.4938557773446,1.51806579607176,0.150356101363127,5.30390295199457
"51","YAL058W",0.300283453459459,1.27474666183846,NA,NA,NA,0.562753147093023,1.50910770994899,2.68165130260842,0.00352721569753534,4.04690065616112,0.584220311355556,1.70906528318956,2.92537806366925,0.0647438126120613,4.99966208882143
"52","YAL059W",1.1350599652973,1.85235380806663,1.63194356659514,-0.151544717058964,3.02293688013234,0.567469789837209,1.21954459608533,2.14909166606945,-0.175284360396165,2.62091312784701,0.4870075578,1.37968519345231,2.83298517929553,-0.0676450081726345,3.90862770514389
"53","YAL060W",1.43859658981081,2.65722686444324,1.84709659626865,0.0750864964335337,4.90815469682672,2.71482967669767,3.05832192993102,1.1265244211015,0.0919956141262243,3.44527434165757,5.71159207762222,3.37257827702988,0.590479542515563,0.160203318338452,1.99143847811853
"54","YAL061W",0.182666195,0.939591713909765,NA,NA,NA,2.01629763393023,3.08700534880322,1.53102661871696,0.155422011619233,4.72628736113937,3.96854920566667,3.7072077982814,0.934146864800845,0.142565495310324,3.46307654192981
"55","YAL062W",1.39900764108108,2.67198045950315,1.9099112692754,0.092440475113057,5.10324559088873,1.19667612211628,2.29698891331085,1.91947417589373,0.0603116379257542,4.40901090141438,3.1005034536,3.5825584204619,1.15547635217183,0.118012104489357,4.13956153511781
"56","YAL063C",0.348370256081081,1.47757329236126,NA,NA,NA,0.812509213069767,2.16490812375564,2.66447209327797,0.148948447670595,5.76833728025767,1.23332595168889,2.39161762124133,1.93916102873397,0.0143617748007371,4.63773168674462
"57","YAL066W",0,0,NA,NA,NA,0,0,NA,NA,NA,0.311611834755556,1.21625294253788,NA,NA,NA
"58","YAL067C",0.198171974864865,0.704112511922069,3.5530377713711,0.11047410231647,2.50173835015409,0.0655149940232558,0.300946457138614,NA,NA,NA,0.3326890058,1.39458444831878,4.19185612991718,0.264566167766763,5.84589736837226
"59","YAR002W",1.96068200716216,2.91201861170232,1.48520698464362,0.0568939087822733,4.3249503815125,1.51150973834884,2.2300879449523,1.47540428511459,-0.0363987549827084,3.29028131016502,1.51018343137778,2.26055423246936,1.49687394623778,-0.114197370833054,3.38376473464092
"60","YAR003W",0.745077012297297,2.19447012377802,2.9452930201293,0.177236117941515,6.46335753844568,1.13112146772093,2.34325850530133,2.07162411126606,0.101601118100352,4.85435081851152,1.02810488126667,2.34480599966683,2.28070700022155,0.0826478929967044,5.34781545760164
"61","YAR007C",0.487037876540541,1.17249926882551,2.4074087977589,-0.182267018664715,2.82268505513642,2.18272421046512,2.71037364041496,1.24173893679285,0.0310654811628482,3.36557648256023,1.66454276426667,2.64885920341948,1.59134343693865,0,4.21524470873614
"62","YAR008W",0.399367652189189,1.38132465276069,NA,NA,NA,0.778578468627907,1.63900295263635,2.10512237196179,-0.061962787136136,3.45030178330621,0.604176748911111,1.9930284155655,3.29875060428504,0.169349502302741,6.57450369020393
"63","YAR014C",0.908414032378378,1.82367477677581,2.007536994999,-0.0752931814989244,3.66109458122398,1.83673183546512,2.36526954201562,1.28775986583619,-0.0501621306015106,3.04589918809246,1.50109912848889,2.76606791948659,1.84269504058077,0.0632426858126295,5.09701963714752
"64","YAR015W",2.96568910791892,3.15727876364239,1.0646020701266,0.0754088975182816,3.36124550774043,2.43970219669767,3.01014580261902,1.23381690056003,0.0977599604332688,3.71396876442118,3.32593687268889,3.36497810014351,1.01173841505388,0.0424207309587891,3.40447760973021
"65","YAR018C",1.21595751624324,2.00456708895182,1.64855026773059,-0.111150286714714,3.30462961117544,0.975764974162791,1.79969265227473,1.84439152862489,-0.0932025163473741,3.31933788198397,1.9113785554,2.92504104571699,1.53033057604063,0.0404012576212825,4.47627974843457
"66","YAR019C",0.561769786243243,1.39553913703955,2.48418332778632,-0.0926387565719612,3.46677505750695,0.755895619581395,1.7969383968974,2.37723086408745,0.0343075451037981,4.2717374179683,0.835970421111111,1.99402023563299,2.38527606393379,0.00468837944212941,4.75628873905499
"67","YAR020C",0,0,NA,NA,NA,0.250204754186046,0.961101985885182,NA,NA,NA,0.174489575222222,0.826118935476334,NA,NA,NA
"68","YAR023C",0,0,NA,NA,NA,0.056722463,0.371954064069495,NA,NA,NA,0.657340664955556,2.15963970199954,3.28541929190637,0.1734202953098,7.09532194051621
"69","YAR027W",0.643312625027027,1.63979881536402,2.54899212539957,-0.0188756864966456,4.17983426760243,1.67931931593023,2.42670718506199,1.44505405377163,-0.0213424427024361,3.50672305509058,2.595259665,3.03422981251823,1.16914305471558,-0.00335283399097855,3.54744871171665
"70","YAR028W",0.485759332891892,1.67765553824513,NA,NA,NA,1.2963251712093,2.33386849644254,1.80037273693093,0.0462908843748828,4.20183321257713,1.76980069486667,2.86710927859375,1.62001816753143,0.0549186486993408,4.64476911961981
"71","YAR031W",0,0,NA,NA,NA,0.653141150883721,1.67294156247237,2.56137828738678,0.0393639215497347,4.28503619418365,1.56438103973333,2.21148187279247,1.41364655836627,-0.127388877442331,3.12625373836246
"72","YAR033W",0.376676278,1.05018351776964,2.78802669322765,-0.110520001172499,2.92793968032946,0.57376110955814,1.49183874464265,2.60010432877114,-0.00955036957673594,3.87893637777385,1.15262425286667,2.57378498119397,2.23297833165732,0.108448991089597,5.74720609335117
"73","YAR035W",0.616826401675676,1.80026550360869,2.91859346279289,0.067456531027776,5.25424313012387,0.592496426581395,1.74392301444913,2.94334773377668,0.109009602267666,5.13297185245984,0.674901499933333,2.04479113104345,3.02976231530887,0.121307449178897,6.19523111151325
"74","YAR042W",2.65528561864865,2.83571373769059,1.06795055031924,0.00524916190747979,3.0284020467145,2.74817000251163,2.93389373240044,1.06758087371563,0.0422069541971408,3.13216883422486,2.58911388128889,2.94707582173523,1.13825654523475,-0.0234865503900284,3.35452834339321
"75","YAR047C",0.180493052432432,0.793600236471117,NA,NA,NA,0.129502261860465,0.614153621410542,NA,NA,NA,0.326146493555556,1.22607060415179,3.75926348551387,0.157668463008598,4.60912245284975
"76","YAR050W",0.182314653810811,0.872550939264635,NA,NA,NA,0.367143753604651,1.56090815231611,NA,NA,NA,0.328650104933333,1.23019134150005,3.74316430463211,0.16623121184845,4.60480831737047
"77","YAR053W",0.120224312351351,0.73129594240167,NA,NA,NA,0.189111674488372,0.688103572088642,3.63860969424683,0.0589129403484592,2.50374032804761,0.599596361066667,1.52195000612026,2.53829093194086,-0.0545856542577968,3.86315189940237
"78","YAR071W",0.117962805783784,0.649203905071596,NA,NA,NA,0.628060223232558,1.66607999957656,2.6527392405165,0.0518085685454945,4.41967579271645,0.286533166844444,1.3522086963618,NA,NA,NA
"79","YBL001C",3.06870691148649,2.58712260726341,0.843066047650086,-0.105619797606609,2.18111523129175,3.9668015267907,2.51811593273111,0.634797560635299,-0.0914625490477928,1.59849385149459,4.80228807255555,2.60295425232496,0.542023763047557,-0.143608322192457,1.41086305888581
"80","YBL002W",4.52161432394595,3.06752556626646,0.678413802349573,0.0899352829615133,2.08105168321536,4.57288364237209,2.96019231254497,0.647336023404573,0.0944078689774479,1.91623912011565,4.1550487892,3.28673248978163,0.791021395061512,0.0645492130065327,2.59987571926106
"81","YBL003C",5.02509989572973,3.45222369458739,0.686996033157678,0.230185566034709,2.37166398375448,5.29204476076744,3.11459581635256,0.588542984262455,0.193548643307931,1.83307351652749,5.11407055264444,3.18244458679929,0.622291881591988,0.0677056827154633,1.98040942998157
"82","YBL004W",5.57586377651351,3.27262655511757,0.586927279124434,0.248769817275335,1.92079379958553,4.16425537590698,3.09104562693828,0.742280515460715,0.0983786855809179,2.29442294127634,2.28959893084444,3.23013833628408,1.41078784269555,0.0722714723836092,4.55703989505443
"83","YBL005W",2.59689155794595,3.11410435749458,1.19916611379712,0.073431714500844,3.73432842033544,3.24879414423256,3.21731851253302,0.990311595532942,0.118547372689664,3.18614782948425,2.21334587082222,2.95473359270676,1.33496243477262,-0.00687453667490334,3.94445835102427
"84","YBL006C",2.93944169432432,2.90254570198448,0.98744795911037,0.017863284309905,2.86611282964915,2.84349812548837,2.56589593421941,0.902373000080213,-0.0572181816951775,2.31539521205519,2.75689110486667,2.90275977862143,1.05291056781215,-0.0407844383353798,3.05634644673057
"85","YBL007C",3.19932579681081,2.84194144775295,0.888293855719818,-0.0119672264737162,2.52447912635443,4.3444322242093,2.88278797603366,0.663559201123993,0.030920083921818,1.91290048638675,4.41047177117778,3.43064835919223,0.777841586383423,0.0789520851514167,2.66850096203777
"86","YBL008W",1.09145423672973,2.3103591685344,2.11677145113918,0.0477855785082377,4.89050232983127,1.01707685616279,2.11357776226184,2.07809050953721,0.0539133883029917,4.39220588892523,0.770923155244445,2.0468806833039,2.65510339049924,0.0597889596704091,5.43467984218759
"87","YBL009W",1.23097970954054,2.10869503336322,1.71302176390079,-0.0767603183688199,3.61224048558071,0.606770940255814,1.71658384096895,2.8290475483965,0.0846503476161834,4.85629730691026,0.552608832222222,1.72522047657883,3.12195603107021,0.0741587892027683,5.38606247178111
"88","YBL010C",0.519017637621622,1.35218938378079,2.60528599755713,-0.0667128215932128,3.52284006760951,0.654703412744186,1.48579412197526,2.26941557513433,-0.0617973111070498,3.37188432185369,0.3944472074,1.248002604519,3.16392810268632,0.0319877931861328,3.94859051266339
"89","YBL011W",3.89752256321622,3.0846162068415,0.791429980663433,0.0482885400329982,2.44125774493468,2.78596230411628,2.88717966031507,1.03633120091009,0.0484178224781101,2.99207436461751,1.95777413115556,3.04206287418896,1.5538375064714,0.0701116336298939,4.72687139095899
"90","YBL012C",0.499585146837838,1.1004534604201,2.20273454362184,-0.233585315462586,2.42400685091554,0.414434904767442,1.1201291384801,2.70278667553027,-0.0893005888390187,3.02747011035721,0.263301074111111,0.948140758043007,3.60097565588699,0.0940244280498588,3.41423178806711
"91","YBL013W",0.295296980918919,1.25401549289137,NA,NA,NA,0.348407572348837,1.11976540567879,3.21395255025527,0.0135753414836102,3.59887288126898,0.357782758777778,1.37465031938864,NA,NA,NA
"92","YBL014C",1.21204259254054,2.43191441678962,2.00645953513245,0.0643439271567975,4.87953787019361,1.8479142867907,2.65981241872354,1.43935919416635,0.0512187853144396,3.82842545964757,0.903182751711111,2.13155164126906,2.36004467227785,0.052170281891735,5.03055709466215
"93","YBL015W",0.861234623243243,2.2543805033153,2.61761480840812,0.13864732416815,5.90109978926467,1.31870764065116,2.50928471820422,1.9028362624525,0.110714856011007,4.77475795461689,1.95137548353333,2.98649095911274,1.53045427920676,0.0545348385087028,4.57068786818639
"94","YBL016W",2.78439655059459,3.34139960678358,1.20004444268904,0.149450772315032,4.00982802892398,2.30987985002326,2.98229033254752,1.29110193004952,0.0926676296720604,3.85044080432013,1.50089310393333,2.85188081423525,1.90012253821504,0.0907648767484085,5.41892301143145
"95","YBL017C",3.18951999364865,3.26295424775109,1.02302360676486,0.108378102173222,3.33807922324305,3.06098230609302,2.94894764638435,0.963399115543508,0.0674046659923008,2.84101355431079,3.6612344464,3.25478102517671,0.888984595995226,0.00783068090836728,2.89345019471964
"96","YBL018C",2.69797427183784,2.54381474936977,0.942861010915773,-0.0747086732328365,2.39846374617323,2.72704222513953,2.59005552026597,0.949767296006371,-0.0633165690799832,2.45995002798939,1.83961123813333,2.60437653587388,1.41572114906004,-0.049368034542712,3.68707094195237
"97","YBL019W",0.885335586540541,2.0289150013761,2.29169032875331,0.0248759789226268,4.64964488651612,0.623169918,1.67757513020523,2.69200274555813,0.0568998260106263,4.51603685639253,1.20284180548889,2.71407040645394,2.25638184012969,0.13890571433042,6.12397917795606
"98","YBL020W",0.609632245432432,1.93924965690937,3.18101555722959,0.128898565435164,6.16878332798085,0.831571530372093,1.95520975707204,2.35122257756607,0.0431171381625826,4.59713332470524,1.35082706411111,2.43529827995632,1.80282017192099,-0.00150858558337785,4.39040486374975
"99","YBL021C",1.62469284913514,2.62282887272795,1.61435367560345,0.030427263774532,4.23417343116723,1.34993876902326,2.28627648586036,1.69361495374682,0.0103169925081066,3.87207204485282,1.25464622373333,2.19512771446923,1.74959894904668,-0.074988956025255,3.84059314225861
"100","YBL022C",3.73286599432432,3.4099689605018,0.913498894866981,0.128614214594621,3.11500287694911,5.01964939795349,2.72130169914185,0.542129834854865,0.0807091086437005,1.47529884074603,3.66073482,3.46694340625567,0.947062154656608,0.0620226447939444,3.28341089240101
"101","YBL023C",0.993685213243243,2.19262015240072,2.20655407082524,0.0465197339371913,4.83813492305328,0.80870379344186,1.69400690540165,2.09471863386707,-0.0600225121347217,3.54846783064434,0.960847514844444,2.27636288686157,2.36911981526028,0.0599387542835446,5.39297642198686
"102","YBL024W",4.60126099043243,2.57528907554968,0.559692023752743,-0.0399374822138924,1.44136875444273,3.40675685811628,2.70041052014888,0.792663119974473,-0.0189660740204557,2.1405158281131,3.44293867653333,3.31118457404544,0.96173207981138,0.0464818202420705,3.18447242703609
"103","YBL025W",0.788790425,1.93116218190472,2.44825763688082,0.0443803167466067,4.72798255990367,0.212627851674419,0.866292555445587,4.07421957482822,0.166867938653377,3.52946608692437,0.592704257688889,1.60883971552787,2.71440553135414,0.0103172256650951,4.36704342289106
"104","YBL026W",2.39734868432432,2.3064035913732,0.962064303142139,-0.184196234979388,2.21890856389899,2.67814822993023,2.3147560222734,0.864312137918407,-0.151171124357922,2.00067172637063,2.09833431297778,2.36774829299757,1.12839421171046,-0.1635128665329,2.67175346860579
"105","YBL027W",9.14942739254054,0.430051966614078,0.0470031563903875,-0.202631520226674,0.0202137998427552,8.57289112632558,0.972944878127421,0.113490870674854,0.0724602447006961,0.110420361337321,7.60563882246667,1.52830671843619,0.200943898876929,-0.233949240415219,0.307103910682373
"106","YBL028C",2.1348532467027,1.91160388276762,0.895426365123744,-0.305810442468875,1.71170051630305,0.854642395302326,1.32079510277741,1.54543597420087,-0.289460849157737,2.04120426638055,0.577058414333333,1.42382246860538,2.46738013559736,-0.0979279084615791,3.5131112756541
"107","YBL029W",0.688477107189189,1.19945118046765,1.74218019443608,-0.345071386914492,2.08966009080372,1.01259374283721,1.63289298545079,1.61258451081827,-0.170596911672274,2.63317793616175,1.13534197433333,2.07687983354998,1.82929890773176,-0.0734999555862849,3.79923401100309
"108","YBL030C",4.63698912175676,2.97007469410584,0.640517934400632,0.0772268711192668,1.90238610808426,5.81002681230233,2.39450238102923,0.412132759174026,0.0478794730897641,0.986852873142349,5.02006421353333,3.1097845304618,0.619471066142599,0.0564635116491841,1.92642153855893
